,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,raw_address,is_exact_address_hidden,street_name,street_number,portal,floor,is_floor_under,door,neighborhood_id,operation,rent_price,rent_price_by_area,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,are_pets_allowed,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_furnished,is_kitchen_equipped,is_accessible,has_green_zones,energy_certificate,has_parking,has_private_parking,has_public_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,full_title,zip_code,latitude,longitude
0,21742,"calle de Godella, 64",SAN CRISTOBAL,64.0,60.0,2,1.0,,,"Calle de Godella, 64",False,Calle de Godella,64,,3,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,471,,False,85000,1328,True,HouseType 1: Pisos,False,False,1960.0,,,,True,,False,True,,,,,,,,,,D,False,,,,,False,True,False,False,"calle de Godella, 64, San Cristóbal, Madrid",28021.0,40.3431721,-3.6890907
1,21741,calle de la del Manojo de Rosas,LOS ANGELES,70.0,,3,1.0,,,Calle de la del Manojo de Rosas,True,Calle de la del Manojo de Rosas,,,4,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,666,,False,129900,1856,True,HouseType 1: Pisos,True,False,,,,,,True,True,True,,,True,,,,,,,en trámite,False,,,,,,,,,"calle de la del Manojo de Rosas, Los Ángeles, Madrid",28041.0,40.3553618,-3.6976808
6,21698,calle de la del Manojo de Rosas,LOS ANGELES,103.0,,4,2.0,,,Calle de la del Manojo de Rosas,True,Calle de la del Manojo de Rosas,,,1,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,823,,False,171900,1669,True,HouseType 1: Pisos,False,False,,,,,,,True,True,,,,,True,,,,,en trámite,False,,,,,,,,,"calle de la del Manojo de Rosas, Los Ángeles, Madrid",28041.0,40.3553618,-3.6976808
11,21463,calle de la del Manojo de Rosas,LOS ANGELES,65.0,,2,1.0,,,Calle de la del Manojo de Rosas,True,Calle de la del Manojo de Rosas,,,Bajo,True,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,579,,False,109000,1677,True,HouseType 1: Pisos,False,False,1950.0,False,True,,,,True,True,,,,,,,,True,,en trámite,False,,,,,,,,,"calle de la del Manojo de Rosas, Los Ángeles, Madrid",28041.0,40.3553618,-3.6976808
16,21189,calle de la del Manojo de Rosas,LOS ANGELES,72.0,68.0,2,1.0,,,Calle de la del Manojo de Rosas,True,Calle de la del Manojo de Rosas,,,3,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,702,,False,139000,1931,True,HouseType 1: Pisos,False,False,,False,True,,,True,True,True,,,,,,,,,,no indicado,False,,,,,,,,,"calle de la del Manojo de Rosas, Los Ángeles, Madrid",28041.0,40.3553618,-3.6976808
21,21106,calle de la del Manojo de Rosas,LOS ANGELES,75.0,68.0,3,1.0,,,Calle de la del Manojo de Rosas,True,Calle de la del Manojo de Rosas,,,Entreplanta exterior,True,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,705,,False,140000,1867,True,HouseType 1: Pisos,False,False,1970.0,False,True,,,True,True,True,,,,,True,,,True,,en trámite,False,,,,,False,False,True,True,"calle de la del Manojo de Rosas, Los Ángeles, Madrid",28041.0,40.3553618,-3.6976808
26,21738,carretera de Villaverde a Vallecas,LOS ROSALES,108.0,90.0,2,2.0,,,Carretera de Villaverde a Vallecas,True,Carretera de Villaverde a Vallecas,,,4,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,1094,,False,260000,2407,True,HouseType 1: Pisos,False,False,2003.0,,,,True,True,True,True,,True,,,True,,,,True,en trámite,True,,,True,0.0,True,True,True,True,"carretera de Villaverde a Vallecas, Los Rosales, Madrid",28021.0,40.3577222,-3.6850285
31,21711,carretera de Villaverde a Vallecas,LOS ROSALES,123.0,,3,2.0,,,Carretera de Villaverde a Vallecas,True,Carretera de Villaverde a Vallecas,,,7,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,1195,,False,298000,2423,True,HouseType 1: Pisos,False,False,2002.0,False,True,,True,True,True,True,,True,,,True,,,,,en trámite,True,,,True,0.0,,,,,"carretera de Villaverde a Vallecas, Los Rosales, Madrid",28021.0,40.3577222,-3.6850285
36,21695,carretera de Villaverde a Vallecas,LOS ROSALES,120.0,,3,2.0,,,Carretera de Villaverde a Vallecas,True,Carretera de Villaverde a Vallecas,,,7,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,1195,,False,298000,2483,True,HouseType 1: Pisos,False,False,,False,True,,True,True,True,,,True,,,True,,,,,en trámite,True,,,True,0.0,,,,,"carretera de Villaverde a Vallecas, Los Rosales, Madrid",28021.0,40.3577222,-3.6850285
41,21120,carretera de Villaverde a Vallecas,LOS ROSALES,98.0,80.0,2,2.0,,,Carretera de Villaverde a Vallecas,True,Carretera de Villaverde a Vallecas,,,4,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,1086,,False,257000,2622,True,HouseType 1: Pisos,False,False,2003.0,False,True,,True,True,True,True,,True,True,True,True,,,,True,E,True,,,True,0.0,False,True,True,False,"carretera de Villaverde a Vallecas, Los Rosales, Madrid",28021.0,40.3577222,-3.6850285
46,21038,carretera de Villaverde a Vallecas,LOS ROSALES,122.0,,3,2.0,,,Carretera de Villaverde a Vallecas,True,Carretera de Villaverde a Vallecas,,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,1148,,False,280000,2295,True,HouseType 1: Pisos,False,False,2004.0,False,True,,True,True,True,True,,True,True,,True,,,True,True,C,True,,,True,0.0,False,True,False,True,"carretera de Villaverde a Vallecas, Los Rosales, Madrid",28021.0,40.3577222,-3.6850285
3223,21733,calle de Martinez Oviol,LOS ROSALES,85.0,,2,1.0,,,Calle de Martinez Oviol,True,Calle de Martinez Oviol,,,7,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,672,,False,131400,1546,True,HouseType 1: Pisos,True,False,1950.0,False,True,,,,False,True,,,True,,,,,,,en trámite,False,,,,,False,True,False,False,"calle de Martinez Oviol, Los Rosales, Madrid",28021.0,40.35099,-3.6884995
3225,21653,calle de Martinez Oviol,LOS ROSALES,110.0,,4,2.0,,,Calle de Martinez Oviol,True,Calle de Martinez Oviol,,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,833,,False,175000,1591,True,HouseType 1: Pisos,False,False,1978.0,False,True,,,True,False,True,,,True,True,,,,,,E,False,,,,,,,,,"calle de Martinez Oviol, Los Rosales, Madrid",28021.0,40.35099,-3.6884995
3227,21730,"calle de la Unanimidad, 67",LOS ROSALES,123.0,104.0,3,2.0,,,"Calle de la Unanimidad, 67",False,Calle de la Unanimidad,67,,4,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,901,,False,195000,1585,True,HouseType 1: Pisos,False,False,1992.0,,,,True,True,True,True,,,,,,,,,,D,False,,,,,False,False,False,True,"calle de la Unanimidad, 67, Los Rosales, Madrid",28021.0,40.3612968,-3.6916584
3228,21729,"calle de Anoeta, 63",LOS ANGELES,109.0,90.0,3,2.0,,,"Calle de Anoeta, 63",False,Calle de Anoeta,63,,3,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,933,,False,205000,1881,True,HouseType 1: Pisos,False,False,1983.0,,,,,True,True,True,,,True,,True,,,,,E,False,,,,,False,False,True,False,"calle de Anoeta, 63, Los Ángeles, Madrid",28041.0,40.35101745,-3.701777508622853
3229,21728,calle GODELLA,SAN CRISTOBAL,64.0,,3,1.0,,,Calle GODELLA,True,Calle GODELLA,,,3,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,408,,False,72000,1125,True,HouseType 1: Pisos,False,False,1960.0,False,True,,,,False,True,,,True,,,,,,,F,False,,,,,,,,,"calle GODELLA, San Cristóbal, Madrid",28021.0,40.3405118,-3.6881634
3231,21097,calle GODELLA,SAN CRISTOBAL,70.0,,3,1.0,,,Calle GODELLA,True,Calle GODELLA,,,2,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,574,,False,108000,1543,True,HouseType 1: Pisos,False,False,,False,True,,,True,False,True,,,,,,,,,,en trámite,False,,,,,,,,,"calle GODELLA, San Cristóbal, Madrid",28021.0,40.3405118,-3.6881634
3233,21727,calle San Macario,LOS ROSALES,115.0,,3,1.0,,,Calle San Macario,True,Calle San Macario,,,3,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,780,,False,160000,1391,True,HouseType 1: Pisos,False,False,,False,True,,True,,,True,,,True,,True,,,,,en trámite,False,,,,,,,,,"calle San Macario, Los Rosales, Madrid",28021.0,40.3525934,-3.6901698
4334,21714,calle Villajoyosa,LOS ROSALES,65.0,63.0,3,1.0,,,Calle Villajoyosa,True,Calle Villajoyosa,,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,744,,False,150000,2308,True,HouseType 1: Pisos,True,False,1976.0,False,True,,,True,True,True,,True,,,,,,,,en trámite,False,,,,,,,,,"calle Villajoyosa, Los Rosales, Madrid",28021.0,40.3561428,-3.6909651
4342,21502,calle Villajoyosa,LOS ROSALES,71.0,,3,1.0,,,Calle Villajoyosa,True,Calle Villajoyosa,,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,740,,False,149000,2099,True,HouseType 1: Pisos,False,False,1970.0,,,,,,True,True,,,,,,,,,,E,False,,,,,,,,,"calle Villajoyosa, Los Rosales, Madrid",28021.0,40.3561428,-3.6909651
4350,21501,calle Villajoyosa,LOS ROSALES,70.0,,3,1.0,,,Calle Villajoyosa,True,Calle Villajoyosa,,,3,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,686,,False,135000,1929,True,HouseType 1: Pisos,True,False,1969.0,False,True,,,,True,True,,,,,,,,,,E,False,,,,,,,,,"calle Villajoyosa, Los Rosales, Madrid",28021.0,40.3561428,-3.6909651
4358,21413,calle Villajoyosa,LOS ROSALES,56.0,,3,1.0,,,Calle Villajoyosa,True,Calle Villajoyosa,,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,539,,False,100000,1786,True,HouseType 1: Pisos,False,False,1967.0,,,,,,True,True,,,True,,,,,,,en trámite,False,,,,,,,,,"calle Villajoyosa, Los Rosales, Madrid",28021.0,40.3561428,-3.6909651
4366,21411,calle Villajoyosa,LOS ROSALES,72.0,65.0,3,1.0,,,Calle Villajoyosa,True,Calle Villajoyosa,,,Entreplanta exterior,True,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,517,,False,95000,1319,True,HouseType 1: Pisos,True,False,1965.0,False,True,,,,True,True,,,True,,,,,True,,en trámite,False,,,,,False,True,True,True,"calle Villajoyosa, Los Rosales, Madrid",28021.0,40.3561428,-3.6909651
4374,21398,calle Villajoyosa,LOS ROSALES,56.0,,3,1.0,,,Calle Villajoyosa,True,Calle Villajoyosa,,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,561,,False,105000,1875,True,HouseType 1: Pisos,False,False,1967.0,,,,,,True,True,,,True,,,,,,,en trámite,False,,,,,,,,,"calle Villajoyosa, Los Rosales, Madrid",28021.0,40.3561428,-3.6909651
4382,20994,calle Villajoyosa,LOS ROSALES,79.0,74.0,3,1.0,,,Calle Villajoyosa,True,Calle Villajoyosa,,,4,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,788,,False,162000,2051,True,HouseType 1: Pisos,False,False,1970.0,True,False,,True,True,True,True,,,True,,,,,True,True,en trámite,False,,,,,False,False,True,False,"calle Villajoyosa, Los Rosales, Madrid",28021.0,40.3561428,-3.6909651
4390,530,calle Villajoyosa,LOS ROSALES,56.0,53.0,3,1.0,,,Calle Villajoyosa,True,Calle Villajoyosa,,,3,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,621,,False,119000,2125,True,HouseType 1: Pisos,True,False,1967.0,,,,,,True,True,,,,,,,,,,en trámite,False,,,,,,,,,"calle Villajoyosa, Los Rosales, Madrid",28021.0,40.3561428,-3.6909651
4423,21704,calle la Dolorosa,LOS ANGELES,78.0,63.0,4,1.0,,,Calle la Dolorosa,True,Calle la Dolorosa,,,2,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,731,,False,146700,1881,True,HouseType 1: Pisos,False,,,,,,,True,True,True,,,,,,,,True,,G,False,,,,,False,False,True,False,"calle la Dolorosa, Los Ángeles, Madrid",28041.0,40.3545402,-3.6943774
4425,21022,calle la Dolorosa,LOS ANGELES,79.0,,4,1.0,,,Calle la Dolorosa,True,Calle la Dolorosa,,,4,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,666,,False,129900,1644,True,HouseType 1: Pisos,True,False,1972.0,,,,,,True,True,,,True,,,,,,,en trámite,False,,,,,,,,,"calle la Dolorosa, Los Ángeles, Madrid",28041.0,40.3545402,-3.6943774
4427,21703,calle Encarnación Oviol,LOS ROSALES,52.0,41.0,1,1.0,,,Calle Encarnación Oviol,True,Calle Encarnación Oviol,,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,505,,False,92500,1779,True,HouseType 1: Pisos,False,,,False,True,,True,,False,,,,,,,,,,,G,False,,,,,,,,,"calle Encarnación Oviol, Los Rosales, Madrid",28021.0,40.350523,-3.6877894
4430,21050,calle Encarnación Oviol,LOS ROSALES,55.0,,2,1.0,,,Calle Encarnación Oviol,True,Calle Encarnación Oviol,,,Bajo,True,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,579,,False,109000,1982,True,HouseType 1: Pisos,False,False,,False,True,,,,False,True,,,,,,,,,,en trámite,False,,,,,,,,,"calle Encarnación Oviol, Los Rosales, Madrid",28021.0,40.350523,-3.6877894
4433,21041,calle Encarnación Oviol,LOS ROSALES,50.0,,2,1.0,,,Calle Encarnación Oviol,True,Calle Encarnación Oviol,,,3,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,561,,False,105000,2100,True,HouseType 1: Pisos,False,False,,,,,,,False,True,,,,,,,,,,en trámite,False,,,,,,,,,"calle Encarnación Oviol, Los Rosales, Madrid",28021.0,40.350523,-3.6877894
4436,21700,"calle Arroyo de la Bulera, 31",BUTARQUE,97.0,73.0,2,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,Bajo,True,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1111,,False,266122,2744,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4467,21699,"calle Arroyo de la Bulera, 31",BUTARQUE,93.0,70.0,2,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,7,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1004,,False,228273,2455,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4498,21662,"calle Arroyo de la Bulera, 31",BUTARQUE,106.0,81.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1071,,False,251569,2373,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4529,21661,"calle Arroyo de la Bulera, 31",BUTARQUE,103.0,79.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1025,,False,235402,2285,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4560,21660,"calle Arroyo de la Bulera, 31",BUTARQUE,103.0,79.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,1,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1024,,False,235172,2283,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4591,21659,"calle Arroyo de la Bulera, 31",BUTARQUE,103.0,79.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,5,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1027,,False,236227,2293,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4622,21658,"calle Arroyo de la Bulera, 31",BUTARQUE,114.0,85.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,2,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1080,,False,254710,2234,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4653,21627,"calle Arroyo de la Bulera, 31",BUTARQUE,103.0,79.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,6,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1026,,False,235718,2289,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4684,21620,"calle Arroyo de la Bulera, 31",BUTARQUE,106.0,81.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,4,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1084,,False,256115,2416,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4715,21619,"calle Arroyo de la Bulera, 31",BUTARQUE,113.0,84.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,Bajo,True,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1100,,False,261989,2318,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4746,21618,"calle Arroyo de la Bulera, 31",BUTARQUE,115.0,86.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,1,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1131,,False,273353,2377,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4777,21617,"calle Arroyo de la Bulera, 31",BUTARQUE,129.0,98.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,7,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1194,,False,297621,2307,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4808,21616,"calle Arroyo de la Bulera, 31",BUTARQUE,115.0,89.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,6,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1148,,False,279778,2433,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4839,21085,"calle Arroyo de la Bulera, 31",BUTARQUE,103.0,79.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1024,,False,235293,2284,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4870,21084,"calle Arroyo de la Bulera, 31",BUTARQUE,105.0,78.0,2,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,5,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1017,,False,232695,2216,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4901,21083,"calle Arroyo de la Bulera, 31",BUTARQUE,105.0,79.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,5,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1026,,False,235815,2246,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4932,21082,"calle Arroyo de la Bulera, 31",BUTARQUE,106.0,81.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,1,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1068,,False,250356,2362,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4963,21081,"calle Arroyo de la Bulera, 31",BUTARQUE,105.0,79.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,6,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1024,,False,235305,2241,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
4994,21080,"calle Arroyo de la Bulera, 31",BUTARQUE,105.0,79.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1024,,False,234990,2238,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
5025,21079,"calle Arroyo de la Bulera, 31",BUTARQUE,103.0,79.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,2,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1026,,False,235815,2289,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
5056,21078,"calle Arroyo de la Bulera, 31",BUTARQUE,103.0,79.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,4,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1027,,False,236227,2293,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
5087,21077,"calle Arroyo de la Bulera, 31",BUTARQUE,105.0,79.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,4,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1024,,False,234990,2238,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
5118,21076,"calle Arroyo de la Bulera, 31",BUTARQUE,103.0,79.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,4,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1024,,False,235293,2284,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
5149,21075,"calle Arroyo de la Bulera, 31",BUTARQUE,114.0,85.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1076,,False,253291,2222,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
5180,21074,"calle Arroyo de la Bulera, 31",BUTARQUE,103.0,79.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,2,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1024,,False,235172,2283,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
5211,21073,"calle Arroyo de la Bulera, 31",BUTARQUE,106.0,81.0,3,2.0,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,2,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1075,,False,252891,2386,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021.0,40.338156,-3.679459
