,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,raw_address,is_exact_address_hidden,street_name,street_number,portal,floor,is_floor_under,door,neighborhood_id,operation,rent_price,rent_price_by_area,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,are_pets_allowed,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_furnished,is_kitchen_equipped,is_accessible,has_green_zones,energy_certificate,has_parking,has_private_parking,has_public_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,full_title,zip_code,latitude,longitude
28143,18957,calle Mariano Fernández,BERRUGUETE,112.0,,3,1.0,,,Calle Mariano Fernández,True,Calle Mariano Fernández,,,Bajo,True,,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,1093,,False,259470,2317,True,HouseType 1: Pisos,False,,,,,,,,,,,,,,,,,,,en trámite,False,,,,,,,,,"calle Mariano Fernández, Berruguete, Madrid",28039.0,40.4561007,-3.7024557
28146,18887,calle Mariano Fernández,BERRUGUETE,112.0,96.0,2,1.0,,,Calle Mariano Fernández,True,Calle Mariano Fernández,,,Bajo,True,,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,1093,,False,259470,2317,True,HouseType 1: Pisos,False,,,,,,,,,,,,,,,,,,,en trámite,False,,,,,,,,,"calle Mariano Fernández, Berruguete, Madrid",28039.0,40.4561007,-3.7024557
28149,19150,calle Garellano,BELLAS VISTAS,58.0,53.0,2,1.0,,,Calle Garellano,True,Calle Garellano,,,Entreplanta exterior,True,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,816,,False,170000,2931,True,HouseType 1: Pisos,True,False,1923.0,False,True,,,True,False,True,,,,True,,,,,,en trámite,False,,,,,,,,,"calle Garellano, Bellas Vistas, Madrid",28039.0,40.449448,-3.7059161
28152,18739,calle Garellano,BELLAS VISTAS,70.0,,2,1.0,,,Calle Garellano,True,Calle Garellano,,,3,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1009,,False,230000,3286,True,HouseType 1: Pisos,False,False,1950.0,False,True,,True,,False,True,,,,,,,,,,en trámite,True,,,False,90.0,,,,,"calle Garellano, Bellas Vistas, Madrid",28039.0,40.449448,-3.7059161
28155,18359,calle Garellano,BELLAS VISTAS,39.0,,1,1.0,,,Calle Garellano,True,Calle Garellano,,,3,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,762,,False,155000,3974,True,HouseType 1: Pisos,False,False,1930.0,False,True,,,True,True,False,,,,,True,,,,,G,False,,,,,,,,,"calle Garellano, Bellas Vistas, Madrid",28039.0,40.449448,-3.7059161
29119,19144,"calle Don Quijote, 1",CUATRO CAMINOS,149.0,,4,2.0,,,"Calle Don Quijote, 1",False,Calle Don Quijote,1,,Bajo,True,,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1872,,False,589200,3954,True,HouseType 1: Pisos,False,False,,,,,,,True,True,,,,,,,,,,en trámite,False,,,,,,,,,"calle Don Quijote, 1, Cuatro Caminos, Madrid",28020.0,40.4495773,-3.6990688
29121,18408,"calle Don Quijote, 1",CUATRO CAMINOS,149.0,127.0,4,2.0,,,"Calle Don Quijote, 1",False,Calle Don Quijote,1,,Bajo,True,,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1872,,False,589200,3954,True,HouseType 1: Pisos,False,False,,,,,True,,False,,,,,,,,,,,en trámite,False,,,,,,,,,"calle Don Quijote, 1, Cuatro Caminos, Madrid",28020.0,40.4495773,-3.6990688
29223,19131,calle de Muller,VALDEACEDERAS,105.0,,3,1.0,,,Calle de Muller,True,Calle de Muller,,,3,False,,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,1323,,False,350000,3333,True,HouseType 1: Pisos,False,False,1975.0,False,True,,,,True,True,,,True,,,,,,,E,False,,,,,False,False,True,True,"calle de Muller, Valdeacederas, Madrid",28039.0,40.4667273,-3.6974554
29224,19129,Guipuzcoa,CUATRO CAMINOS,92.0,,3,2.0,,,Guipuzcoa,True,Guipuzcoa,,,1,False,,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1370,,False,370000,4022,True,HouseType 1: Pisos,False,False,1960.0,False,True,,,True,True,True,,,,True,True,,,True,,E,False,,,,,,,,,"Guipuzcoa, Cuatro Caminos, Madrid",28020.0,40.4478583,-3.7036786
29225,19127,calle Algodonales,BERRUGUETE,46.0,41.0,1,1.0,,,Calle Algodonales,True,Calle Algodonales,,,Bajo,True,,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,833,,False,175000,3804,True,HouseType 1: Pisos,False,False,,False,True,,,,True,True,,,,,,,,,,en trámite,False,,,,,False,False,True,False,"calle Algodonales, Berruguete, Madrid",28039.0,40.4609328,-3.7019314
29226,19126,calle de Francos Rodríguez,BELLAS VISTAS,79.0,69.0,3,2.0,,,Calle de Francos Rodríguez,True,Calle de Francos Rodríguez,,,1,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1388,,False,378000,4785,True,HouseType 1: Pisos,False,False,1955.0,True,False,,True,True,True,True,,,,,,,,,,en trámite,False,,,,,False,False,True,True,"calle de Francos Rodríguez, Bellas Vistas, Madrid",28039.0,40.4567863,-3.7086775
29230,18871,calle de Francos Rodríguez,BELLAS VISTAS,30.0,28.0,2,1.0,,,Calle de Francos Rodríguez,True,Calle de Francos Rodríguez,,,Bajo,True,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,646,,False,125000,4167,True,HouseType 1: Pisos,True,False,,False,True,,,,True,,,,,,,,,,,en trámite,False,,,,,,,,,"calle de Francos Rodríguez, Bellas Vistas, Madrid",28039.0,40.4567863,-3.7086775
29234,18815,calle de Francos Rodríguez,BELLAS VISTAS,30.0,,2,1.0,,,Calle de Francos Rodríguez,True,Calle de Francos Rodríguez,,,Bajo,True,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,646,,False,125000,4167,True,HouseType 1: Pisos,False,False,,False,True,,,,True,False,,,,,,,,,,en trámite,False,,,,,,,,,"calle de Francos Rodríguez, Bellas Vistas, Madrid",28039.0,40.4567863,-3.7086775
29238,18404,calle de Francos Rodríguez,BELLAS VISTAS,30.0,,2,1.0,,,Calle de Francos Rodríguez,True,Calle de Francos Rodríguez,,,Bajo,True,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,646,,False,125000,4167,True,HouseType 1: Pisos,False,False,1900.0,False,True,,True,,False,False,,,,,,,,,,en trámite,False,,,,,False,True,False,False,"calle de Francos Rodríguez, Bellas Vistas, Madrid",28039.0,40.4567863,-3.7086775
29242,19125,"Sorgo, 14",VALDEACEDERAS,53.0,36.0,1,1.0,,,"Sorgo, 14",False,Sorgo,14,,1,False,,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,897,,False,194000,3660,True,HouseType 1: Pisos,False,False,2020.0,False,True,,True,True,True,True,,,,,True,,,True,,D,False,,,,,True,False,False,True,"Sorgo, 14, Valdeacederas, Madrid",28039.0,40.4663188,-3.7067501
29246,19124,"Sorgo, 14",VALDEACEDERAS,53.0,32.0,1,1.0,,,"Sorgo, 14",False,Sorgo,14,,Bajo,True,,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,878,,False,188000,3547,True,HouseType 1: Pisos,False,False,2020.0,False,True,,True,True,True,True,,,True,,True,,,True,,D,False,,,,,True,False,False,True,"Sorgo, 14, Valdeacederas, Madrid",28039.0,40.4663188,-3.7067501
29250,19123,"Sorgo, 14",VALDEACEDERAS,53.0,32.0,1,1.0,,,"Sorgo, 14",False,Sorgo,14,,Bajo,True,,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,878,,False,188000,3547,True,HouseType 1: Pisos,False,False,2020.0,False,True,,True,True,True,True,,,True,,True,,,True,,D,False,,,,,True,False,False,True,"Sorgo, 14, Valdeacederas, Madrid",28039.0,40.4663188,-3.7067501
29254,19122,"Sorgo, 14",VALDEACEDERAS,53.0,39.0,1,1.0,,,"Sorgo, 14",False,Sorgo,14,,1,False,,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,902,,False,195500,3689,True,HouseType 1: Pisos,False,False,2020.0,False,True,,True,True,True,True,,,,,True,,,True,,D,False,,,,,True,False,False,True,"Sorgo, 14, Valdeacederas, Madrid",28039.0,40.4663188,-3.7067501
29258,19121,Arroyo,VALDEACEDERAS,47.0,,1,1.0,,,Arroyo,True,Arroyo,,,Bajo,True,,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,705,,False,140000,2979,True,HouseType 1: Pisos,False,False,,False,True,,,True,True,True,,,,,,,,,,en trámite,False,,,,,,,,,"Arroyo, Valdeacederas, Madrid",28039.0,40.4694482,-3.7019627
29259,19118,calle de San Raimundo,BELLAS VISTAS,55.0,51.0,1,1.0,,,Calle de San Raimundo,True,Calle de San Raimundo,,,1,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,816,,False,170000,3091,True,HouseType 1: Pisos,False,False,,False,True,,,True,False,True,,,,True,,,,,,en trámite,False,,,,,False,True,False,True,"calle de San Raimundo, Bellas Vistas, Madrid",28039.0,40.4517504,-3.7065932
29266,18474,calle de San Raimundo,BELLAS VISTAS,46.0,,2,1.0,,,Calle de San Raimundo,True,Calle de San Raimundo,,,2,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,816,,False,170000,3696,True,HouseType 1: Pisos,False,False,1970.0,False,True,,,,False,False,,,,,,,,,,en trámite,False,,,,,,,,,"calle de San Raimundo, Bellas Vistas, Madrid",28039.0,40.4517504,-3.7065932
29273,18415,calle de San Raimundo,BELLAS VISTAS,60.0,,3,2.0,,,Calle de San Raimundo,True,Calle de San Raimundo,,,1,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,948,,False,210000,3500,True,HouseType 1: Pisos,False,False,,False,True,,True,True,False,False,,,,,,,,,,en trámite,False,,,,,,,,,"calle de San Raimundo, Bellas Vistas, Madrid",28039.0,40.4517504,-3.7065932
29280,18375,calle de San Raimundo,BELLAS VISTAS,60.0,57.0,2,1.0,,,Calle de San Raimundo,True,Calle de San Raimundo,,,Bajo,True,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,830,,False,174000,2900,True,HouseType 1: Pisos,False,False,,False,True,,True,True,False,True,,,,,,,,,,en trámite,False,,,,,False,False,True,False,"calle de San Raimundo, Bellas Vistas, Madrid",28039.0,40.4517504,-3.7065932
29287,18354,calle de San Raimundo,BELLAS VISTAS,60.0,,3,2.0,,,Calle de San Raimundo,True,Calle de San Raimundo,,,2,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,948,,False,210000,3500,True,HouseType 1: Pisos,False,False,,False,True,,True,True,False,True,,,,,,,,,,inmueble exento,False,,,,,,,,,"calle de San Raimundo, Bellas Vistas, Madrid",28039.0,40.4517504,-3.7065932
29294,18351,calle de San Raimundo,BELLAS VISTAS,60.0,,3,2.0,,,Calle de San Raimundo,True,Calle de San Raimundo,,,2,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,948,,False,210000,3500,True,HouseType 1: Pisos,False,False,,False,True,,True,True,False,True,,,,,,,,,,inmueble exento,False,,,,,,,,,"calle de San Raimundo, Bellas Vistas, Madrid",28039.0,40.4517504,-3.7065932
29301,18155,calle de San Raimundo,BELLAS VISTAS,65.0,,2,2.0,,,Calle de San Raimundo,True,Calle de San Raimundo,,,2,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,948,,False,210000,3231,True,HouseType 1: Pisos,False,False,,False,True,,True,True,False,False,,,,,,,,,,en trámite,False,,,,,,,,,"calle de San Raimundo, Bellas Vistas, Madrid",28039.0,40.4517504,-3.7065932
29308,19116,avenida del Doctor Federico Rubio y Galí,BELLAS VISTAS,120.0,,4,2.0,,,Avenida del Doctor Federico Rubio y Galí,True,Avenida del Doctor Federico Rubio y Galí,,,2,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1272,,False,329000,2742,True,HouseType 1: Pisos,False,False,,True,False,,,,True,True,,,,,,,,,,en trámite,False,,,,,,,,,"avenida del Doctor Federico Rubio y Galí, Bellas Vistas, Madrid",28039.0,40.4505825,-3.7095003
29311,18606,avenida del Doctor Federico Rubio y Galí,BELLAS VISTAS,50.0,45.0,2,1.0,,,Avenida del Doctor Federico Rubio y Galí,True,Avenida del Doctor Federico Rubio y Galí,,,2,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1067,,False,250000,5000,True,HouseType 1: Pisos,False,False,,False,True,,,True,False,True,,,,True,,,,,,en trámite,False,,,,,,,,,"avenida del Doctor Federico Rubio y Galí, Bellas Vistas, Madrid",28039.0,40.4505825,-3.7095003
29314,18101,avenida del Doctor Federico Rubio y Galí,BELLAS VISTAS,144.0,134.0,4,3.0,,,Avenida del Doctor Federico Rubio y Galí,True,Avenida del Doctor Federico Rubio y Galí,,,Bajo,True,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,2081,,False,680000,4722,True,HouseType 1: Pisos,False,False,1930.0,False,True,,True,True,False,True,,,,,,,,,,en trámite,False,,,,,False,True,True,True,"avenida del Doctor Federico Rubio y Galí, Bellas Vistas, Madrid",28039.0,40.4505825,-3.7095003
29317,19112,calle de Bravo Murillo,CUATRO CAMINOS,149.0,139.0,4,3.0,,,Calle de Bravo Murillo,True,Calle de Bravo Murillo,,,2,False,,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1553,,False,450000,3020,True,HouseType 1: Pisos,False,False,1979.0,True,False,,,True,True,,,,,,,,,,,en trámite,False,,,,,,,,,"calle de Bravo Murillo, Cuatro Caminos, Madrid",28020.0,40.4513214,-3.7033197
29321,19056,calle de Bravo Murillo,CUATRO CAMINOS,70.0,66.0,3,1.0,,,Calle de Bravo Murillo,True,Calle de Bravo Murillo,,,1,False,,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1223,,False,309000,4414,True,HouseType 1: Pisos,False,False,1915.0,False,True,,,,True,True,,,,True,,,,,,en trámite,False,,,,,,,,,"calle de Bravo Murillo, Cuatro Caminos, Madrid",28020.0,40.4513214,-3.7033197
29325,18976,calle de Bravo Murillo,CUATRO CAMINOS,49.0,,1,1.0,,,Calle de Bravo Murillo,True,Calle de Bravo Murillo,,,6,False,,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,874,,False,187000,3816,True,HouseType 1: Pisos,False,False,,,,,,True,True,True,,,,,,,,,,en trámite,False,,,,,False,True,False,False,"calle de Bravo Murillo, Cuatro Caminos, Madrid",28020.0,40.4513214,-3.7033197
29329,18045,calle de Bravo Murillo,CUATRO CAMINOS,87.0,80.0,3,2.0,,,Calle de Bravo Murillo,True,Calle de Bravo Murillo,,,2,False,,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1187,,False,295000,3391,True,HouseType 1: Pisos,True,False,1964.0,False,True,,True,,True,True,,,,,,,,,,en trámite,False,,,,,True,False,True,False,"calle de Bravo Murillo, Cuatro Caminos, Madrid",28020.0,40.4513214,-3.7033197
29333,19101,tenerife,BELLAS VISTAS,72.0,70.0,2,1.0,,,tenerife,True,tenerife,,,2,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1035,,False,239000,3319,True,HouseType 1: Pisos,False,False,,False,True,,True,True,False,True,,,,True,,,,,,D,False,,,,,,,,,"tenerife, Bellas Vistas, Madrid",28039.0,40.4520872,-3.7062052
29334,19097,"calle Cantueso, 93",VALDEACEDERAS,104.0,,2,1.0,,,"Calle Cantueso, 93",False,Calle Cantueso,93,,Bajo,True,,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,1061,,False,248000,2385,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,,,,True,,,,True,no indicado,False,,,,,,,,,"calle Cantueso, 93, Valdeacederas, Madrid",28039.0,40.468959,-3.7035025
29336,19096,"calle Cantueso, 93",VALDEACEDERAS,63.0,,1,1.0,,,"Calle Cantueso, 93",False,Calle Cantueso,93,,3,False,,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,913,,False,199000,3159,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,,,,True,,,,,no indicado,False,,,,,,,,,"calle Cantueso, 93, Valdeacederas, Madrid",28039.0,40.468959,-3.7035025
29338,19094,"LERIDA, 13",CUATRO CAMINOS,49.0,40.0,1,1.0,,,"LERIDA, 13",False,LERIDA,13,,2,False,,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1174,,False,290000,5918,True,HouseType 1: Pisos,False,False,2002.0,False,True,,True,True,True,True,,,,,,,,,,en trámite,False,,,,,False,False,False,True,"LERIDA, 13, Cuatro Caminos, Madrid",28020.0,40.4564778,-3.6999417
29339,19093,PINOS ALTA,VALDEACEDERAS,90.0,,3,2.0,,,PINOS ALTA,True,PINOS ALTA,,,2,False,,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,1092,,False,259000,2878,True,HouseType 1: Pisos,False,False,,False,True,,True,True,True,True,,,,,True,,,,,en trámite,True,,,True,0.0,False,False,True,False,"PINOS ALTA, Valdeacederas, Madrid",28039.0,40.4651366,-3.6950896
29340,19090,"calle de Bravo Murillo, 185",BELLAS VISTAS,100.0,93.0,3,2.0,,,"Calle de Bravo Murillo, 185",False,Calle de Bravo Murillo,185,,3,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1275,,False,330000,3300,True,HouseType 1: Pisos,False,False,1950.0,True,False,,,,True,True,,,,,,,,,,en trámite,False,,,,,,,,,"calle de Bravo Murillo, 185, Bellas Vistas, Madrid",28039.0,40.4537276,-3.7031398
29341,19086,calle de Julián Besteiro,CUATRO CAMINOS,180.0,144.0,4,2.0,,,Calle de Julián Besteiro,True,Calle de Julián Besteiro,,,1,False,,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,2121,,False,698000,3878,True,HouseType 1: Pisos,False,False,1960.0,True,False,,,True,True,True,,,,,True,,,,,en trámite,False,,,,,False,False,True,False,"calle de Julián Besteiro, Cuatro Caminos, Madrid",28020.0,40.4543406,-3.6954098
29342,19084,calle de Castilla,BELLAS VISTAS,90.0,,3,1.0,,,Calle de Castilla,True,Calle de Castilla,,,2,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1092,,False,259000,2878,True,HouseType 1: Pisos,True,False,1960.0,False,True,,,,True,True,,,True,,,,,,,en trámite,False,,,,,,,,,"calle de Castilla, Bellas Vistas, Madrid",28039.0,40.4530926,-3.705873
29348,18960,calle de Castilla,BELLAS VISTAS,45.0,,1,1.0,,,Calle de Castilla,True,Calle de Castilla,,,Bajo,True,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,874,,False,187000,4156,True,HouseType 1: Pisos,False,False,,False,True,,True,True,False,False,,,,,,,,,,D,False,,,,,False,False,True,False,"calle de Castilla, Bellas Vistas, Madrid",28039.0,40.4530926,-3.705873
29354,18675,calle de Castilla,BELLAS VISTAS,70.0,,2,2.0,,,Calle de Castilla,True,Calle de Castilla,,,3,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1067,,False,250000,3571,True,HouseType 1: Pisos,False,,,,,,True,,,,,,,,,,,,,en trámite,False,,,,,,,,,"calle de Castilla, Bellas Vistas, Madrid",28039.0,40.4530926,-3.705873
29360,18374,calle de Castilla,BELLAS VISTAS,90.0,,3,3.0,,,Calle de Castilla,True,Calle de Castilla,,,1,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1248,,False,319000,3544,True,HouseType 1: Pisos,False,,,,,,True,,,True,,,,True,,,,,,en trámite,False,,,,,,,,,"calle de Castilla, Bellas Vistas, Madrid",28039.0,40.4530926,-3.705873
29366,17946,calle de Castilla,BELLAS VISTAS,53.0,,2,2.0,,,Calle de Castilla,True,Calle de Castilla,,,,,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,994,,False,225000,4245,True,HouseType 1: Pisos,False,,1910.0,False,True,,,,False,True,,,,,,,,,,no indicado,False,,,,,True,False,False,False,"calle de Castilla, Bellas Vistas, Madrid",28039.0,40.4530926,-3.705873
29372,430,calle de Castilla,BELLAS VISTAS,65.0,,2,1.0,,,Calle de Castilla,True,Calle de Castilla,,,1,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1067,,False,250000,3846,True,HouseType 1: Pisos,False,False,1993.0,False,True,,True,True,False,True,,,,,True,,,,,en trámite,True,,,True,0.0,True,False,False,True,"calle de Castilla, Bellas Vistas, Madrid",28039.0,40.4530926,-3.705873
29378,19083,calle Porfirio,BERRUGUETE,50.0,,1,1.0,,,Calle Porfirio,True,Calle Porfirio,,,Bajo,True,,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,904,,False,196000,3920,True,HouseType 1: Pisos,False,False,1998.0,True,False,,,True,True,True,,,True,,,,,,,E,False,,,,,False,True,False,False,"calle Porfirio, Berruguete, Madrid",28039.0,40.4628561,-3.7048361
29380,19081,calle Porfirio,BERRUGUETE,50.0,,1,1.0,,,Calle Porfirio,True,Calle Porfirio,,,Bajo,True,,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,844,,False,178000,3560,True,HouseType 1: Pisos,False,False,1998.0,True,False,,,True,True,True,,,True,,,,,,,E,False,,,,,False,True,False,False,"calle Porfirio, Berruguete, Madrid",28039.0,40.4628561,-3.7048361
29382,19082,"calle general ramirez, 14",CUATRO CAMINOS,83.0,,2,2.0,,,"Calle general ramirez, 14",False,Calle general ramirez,14,,Bajo,True,,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1262,,False,325000,3916,True,HouseType 1: Pisos,False,False,1960.0,False,True,,True,True,True,True,,,,,,,,True,,E,False,,,,,False,True,False,True,"calle general ramirez, 14, Cuatro Caminos, Madrid",28020.0,40.4551751,-3.6977128
29383,19077,calle PEDRO TEIXEIRA,CUATRO CAMINOS,120.0,,4,2.0,,,Calle PEDRO TEIXEIRA,True,Calle PEDRO TEIXEIRA,,,2,False,,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1735,,False,530000,4417,True,HouseType 1: Pisos,False,False,1960.0,True,False,,True,True,True,True,,,,,True,,,,,D,False,,,,,False,True,False,False,"calle PEDRO TEIXEIRA, Cuatro Caminos, Madrid",28020.0,40.4551707,-3.6954242
29384,19073,Dulcinea,CUATRO CAMINOS,100.0,92.0,3,2.0,,,Dulcinea,True,Dulcinea,,,1,False,,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1816,,False,565000,5650,True,HouseType 1: Pisos,False,False,1985.0,False,True,,True,True,True,True,,,True,,True,,,True,,A,True,,,True,0.0,False,True,False,True,"Dulcinea, Cuatro Caminos, Madrid",28020.0,40.450301,-3.6998084
29385,19066,"calle Voluntarios Catalanes , 43",VALDEACEDERAS,136.0,,3,2.0,,,"Calle Voluntarios Catalanes , 43",False,Calle Voluntarios Catalanes ,43,,Bajo,True,,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,1370,,False,370000,2721,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,,,,True,,,,True,B,False,,,,,,,,,"calle Voluntarios Catalanes , 43, Valdeacederas, Madrid",28039.0,40.4655039,-3.7020988
29388,17979,"calle Voluntarios Catalanes , 43",VALDEACEDERAS,93.0,,3,2.0,,,"Calle Voluntarios Catalanes , 43",False,Calle Voluntarios Catalanes ,43,,1,False,,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,1323,,False,350000,3763,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,,,,True,,,,,B,False,,,,,,,,,"calle Voluntarios Catalanes , 43, Valdeacederas, Madrid",28039.0,40.4655039,-3.7020988
29391,17978,"calle Voluntarios Catalanes , 43",VALDEACEDERAS,106.0,,2,2.0,,,"Calle Voluntarios Catalanes , 43",False,Calle Voluntarios Catalanes ,43,,Bajo,True,,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,1148,,False,280000,2642,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,,,,True,,,,True,B,False,,,,,,,,,"calle Voluntarios Catalanes , 43, Valdeacederas, Madrid",28039.0,40.4655039,-3.7020988
29394,19065,calle Ruiz Palacios,BERRUGUETE,51.0,41.0,1,1.0,,,Calle Ruiz Palacios,True,Calle Ruiz Palacios,,,Bajo,True,,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,851,,False,180000,3529,True,HouseType 1: Pisos,False,False,1999.0,False,True,,True,True,True,True,,,True,,True,,,,,en trámite,False,,,,,False,True,False,False,"calle Ruiz Palacios, Berruguete, Madrid",28039.0,40.4623575,-3.7040383
29395,19064,PINOS BAJA,VALDEACEDERAS,72.0,,2,2.0,,,PINOS BAJA,True,PINOS BAJA,,,Bajo,True,,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,881,,False,189000,2625,True,HouseType 1: Pisos,False,False,2004.0,False,True,,,True,True,True,,,,,,,,,,en trámite,False,,,,,False,False,True,False,"PINOS BAJA, Valdeacederas, Madrid",28039.0,40.4691865,-3.702027
29396,19063,calle Navarra,BELLAS VISTAS,100.0,,3,3.0,,,Calle Navarra,True,Calle Navarra,,,1,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1024,,False,235000,2350,True,HouseType 1: Pisos,False,False,1970.0,,,,True,,True,True,,,True,,,,,,,G,False,,,,,False,False,True,False,"calle Navarra, Bellas Vistas, Madrid",28039.0,40.4536844,-3.7051411
29399,18430,calle Navarra,BELLAS VISTAS,97.0,83.0,3,1.0,,,Calle Navarra,True,Calle Navarra,,,2,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1187,,False,295000,3041,True,HouseType 1: Pisos,False,False,1920.0,False,True,,True,,False,True,,,,,,,,,,en trámite,False,,,,,False,False,False,True,"calle Navarra, Bellas Vistas, Madrid",28039.0,40.4536844,-3.7051411
29402,18149,calle Navarra,BELLAS VISTAS,70.0,,2,1.0,,,Calle Navarra,True,Calle Navarra,,,3,False,,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,913,,False,199000,2843,True,HouseType 1: Pisos,True,False,,False,True,,,,False,True,,,True,True,True,,,,,en trámite,False,,,,,,,,,"calle Navarra, Bellas Vistas, Madrid",28039.0,40.4536844,-3.7051411
