,id,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,floor,is_floor_under,operation,buy_price,house_type_id,is_renewal_needed,is_new_development,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_terrace,has_storage_room,energy_certificate,has_parking,full_title,zip_code,latitude,longitude,zip_codes_count,hosts_count_per_zip_code,hosts_distribution_per_zip_code,average_reviews_per_month_per_code,price_per_m2,buy_for_rent_ratio
0,21742,SAN CRISTOBAL,64.0,60.0,2,1.0,3,0.0,sale,85000,HouseType 1: Pisos,0,0.0,,,1.0,,0.0,1.0,,,D,0,"calle de Godella, 64, San Cristóbal, Madrid",28021,40.3431721,-3.6890907,94,70,0.25531914893617025,21.619672131147542,1308.89,0.3598468931690211
1,21741,LOS ANGELES,70.0,,3,1.0,4,0.0,sale,129900,HouseType 1: Pisos,1,0.0,,,,1.0,1.0,1.0,1.0,,en trámite,0,"calle de la del Manojo de Rosas, Los Ángeles, Madrid",28041,40.3553618,-3.6976808,109,87,0.2018348623853211,25.850704225352114,1796.68,0.37068370550125784
6,21698,LOS ANGELES,103.0,,4,2.0,1,0.0,sale,171900,HouseType 1: Pisos,0,0.0,,,,,1.0,1.0,,1.0,en trámite,0,"calle de la del Manojo de Rosas, Los Ángeles, Madrid",28041,40.3553618,-3.6976808,109,87,0.2018348623853211,25.850704225352114,1796.68,0.4580671015428457
11,21463,LOS ANGELES,65.0,,2,1.0,Bajo,1.0,sale,109000,HouseType 1: Pisos,0,0.0,0.0,1.0,,,1.0,1.0,,,en trámite,0,"calle de la del Manojo de Rosas, Los Ángeles, Madrid",28041,40.3553618,-3.6976808,109,87,0.2018348623853211,25.850704225352114,1796.68,0.32226105928712956
16,21189,LOS ANGELES,72.0,68.0,2,1.0,3,0.0,sale,139000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,,,no indicado,0,"calle de la del Manojo de Rosas, Los Ángeles, Madrid",28041,40.3553618,-3.6976808,109,87,0.2018348623853211,25.850704225352114,1796.68,0.3907206625553799
21,21106,LOS ANGELES,75.0,68.0,3,1.0,Entreplanta exterior,1.0,sale,140000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,,1.0,en trámite,0,"calle de la del Manojo de Rosas, Los Ángeles, Madrid",28041,40.3553618,-3.6976808,109,87,0.2018348623853211,25.850704225352114,1796.68,0.39239040897655675
26,21738,LOS ROSALES,108.0,90.0,2,2.0,4,0.0,sale,260000,HouseType 1: Pisos,0,0.0,,,1.0,1.0,1.0,1.0,,1.0,en trámite,1,"carretera de Villaverde a Vallecas, Los Rosales, Madrid",28021,40.3577222,-3.6850285,94,70,0.25531914893617025,21.619672131147542,1827.79,0.5985370310593668
31,21711,LOS ROSALES,123.0,,3,2.0,7,0.0,sale,298000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,en trámite,1,"carretera de Villaverde a Vallecas, Los Rosales, Madrid",28021,40.3577222,-3.6850285,94,70,0.25531914893617025,21.619672131147542,1827.79,0.6537950202156703
36,21695,LOS ROSALES,120.0,,3,2.0,7,0.0,sale,298000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,,,1.0,en trámite,1,"carretera de Villaverde a Vallecas, Los Rosales, Madrid",28021,40.3577222,-3.6850285,94,70,0.25531914893617025,21.619672131147542,1827.79,0.6537950202156703
41,21120,LOS ROSALES,98.0,80.0,2,2.0,4,0.0,sale,257000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,E,1,"carretera de Villaverde a Vallecas, Los Rosales, Madrid",28021,40.3577222,-3.6850285,94,70,0.25531914893617025,21.619672131147542,1827.79,0.5941601606311447
46,21038,LOS ROSALES,122.0,,3,2.0,1,0.0,sale,280000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,C,1,"carretera de Villaverde a Vallecas, Los Rosales, Madrid",28021,40.3577222,-3.6850285,94,70,0.25531914893617025,21.619672131147542,1827.79,0.6280809064498657
3223,21733,LOS ROSALES,85.0,,2,1.0,7,0.0,sale,131400,HouseType 1: Pisos,1,0.0,0.0,1.0,,,0.0,1.0,1.0,,en trámite,0,"calle de Martinez Oviol, Los Rosales, Madrid",28021,40.35099,-3.6884995,94,70,0.25531914893617025,21.619672131147542,1827.79,0.3676571159706531
3225,21653,LOS ROSALES,110.0,,4,2.0,1,0.0,sale,175000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,0.0,1.0,1.0,,E,0,"calle de Martinez Oviol, Los Rosales, Madrid",28021,40.35099,-3.6884995,94,70,0.25531914893617025,21.619672131147542,1827.79,0.45574163333862205
3227,21730,LOS ROSALES,123.0,104.0,3,2.0,4,0.0,sale,195000,HouseType 1: Pisos,0,0.0,,,1.0,1.0,1.0,1.0,,,D,0,"calle de la Unanimidad, 67, Los Rosales, Madrid",28021,40.3612968,-3.6916584,94,70,0.25531914893617025,21.619672131147542,1827.79,0.4929450319785096
3228,21729,LOS ANGELES,109.0,90.0,3,2.0,3,0.0,sale,205000,HouseType 1: Pisos,0,0.0,,,,1.0,1.0,1.0,1.0,1.0,E,0,"calle de Anoeta, 63, Los Ángeles, Madrid",28041,40.35101745,-3.701777508622853,109,87,0.2018348623853211,25.850704225352114,1796.68,0.5192911369859964
3229,21728,SAN CRISTOBAL,64.0,,3,1.0,3,0.0,sale,72000,HouseType 1: Pisos,0,0.0,0.0,1.0,,,0.0,1.0,1.0,,F,0,"calle GODELLA, San Cristóbal, Madrid",28021,40.3405118,-3.6881634,94,70,0.25531914893617025,21.619672131147542,1308.89,0.3117145061846297
3231,21097,SAN CRISTOBAL,70.0,,3,1.0,2,0.0,sale,108000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,0.0,1.0,,,en trámite,0,"calle GODELLA, San Cristóbal, Madrid",28021,40.3405118,-3.6881634,94,70,0.25531914893617025,21.619672131147542,1308.89,0.4385395258577879
3233,21727,LOS ROSALES,115.0,,3,1.0,3,0.0,sale,160000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,en trámite,0,"calle San Macario, Los Rosales, Madrid",28021,40.3525934,-3.6901698,94,70,0.25531914893617025,21.619672131147542,1827.79,0.4267448667516509
4334,21714,LOS ROSALES,65.0,63.0,3,1.0,1,0.0,sale,150000,HouseType 1: Pisos,1,0.0,0.0,1.0,,1.0,1.0,1.0,,,en trámite,0,"calle Villajoyosa, Los Rosales, Madrid",28021,40.3561428,-3.6909651,94,70,0.25531914893617025,21.619672131147542,1827.79,0.4070489498246516
4342,21502,LOS ROSALES,71.0,,3,1.0,1,0.0,sale,149000,HouseType 1: Pisos,0,0.0,,,,,1.0,1.0,,,E,0,"calle Villajoyosa, Los Rosales, Madrid",28021,40.3561428,-3.6909651,94,70,0.25531914893617025,21.619672131147542,1827.79,0.4048605146105406
4350,21501,LOS ROSALES,70.0,,3,1.0,3,0.0,sale,135000,HouseType 1: Pisos,1,0.0,0.0,1.0,,,1.0,1.0,,,E,0,"calle Villajoyosa, Los Rosales, Madrid",28021,40.3561428,-3.6909651,94,70,0.25531914893617025,21.619672131147542,1827.79,0.3753166392200417
4358,21413,LOS ROSALES,56.0,,3,1.0,1,0.0,sale,100000,HouseType 1: Pisos,0,0.0,,,,,1.0,1.0,1.0,,en trámite,0,"calle Villajoyosa, Los Rosales, Madrid",28021,40.3561428,-3.6909651,94,70,0.25531914893617025,21.619672131147542,1827.79,0.2948916451014613
4366,21411,LOS ROSALES,72.0,65.0,3,1.0,Entreplanta exterior,1.0,sale,95000,HouseType 1: Pisos,1,0.0,0.0,1.0,,,1.0,1.0,1.0,,en trámite,0,"calle Villajoyosa, Los Rosales, Madrid",28021,40.3561428,-3.6909651,94,70,0.25531914893617025,21.619672131147542,1827.79,0.28285525142385065
4374,21398,LOS ROSALES,56.0,,3,1.0,1,0.0,sale,105000,HouseType 1: Pisos,0,0.0,,,,,1.0,1.0,1.0,,en trámite,0,"calle Villajoyosa, Los Rosales, Madrid",28021,40.3561428,-3.6909651,94,70,0.25531914893617025,21.619672131147542,1827.79,0.306928038779072
4382,20994,LOS ROSALES,79.0,74.0,3,1.0,4,0.0,sale,162000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,en trámite,0,"calle Villajoyosa, Los Rosales, Madrid",28021,40.3561428,-3.6909651,94,70,0.25531914893617025,21.619672131147542,1827.79,0.43112173717987295
4390,530,LOS ROSALES,56.0,53.0,3,1.0,3,0.0,sale,119000,HouseType 1: Pisos,1,0.0,,,,,1.0,1.0,,,en trámite,0,"calle Villajoyosa, Los Rosales, Madrid",28021,40.3561428,-3.6909651,94,70,0.25531914893617025,21.619672131147542,1827.79,0.33975456699073747
4423,21704,LOS ANGELES,78.0,63.0,4,1.0,2,0.0,sale,146700,HouseType 1: Pisos,0,,,,,1.0,1.0,1.0,,,G,0,"calle la Dolorosa, Los Ángeles, Madrid",28041,40.3545402,-3.6943774,109,87,0.2018348623853211,25.850704225352114,1796.68,0.406861544626756
4425,21022,LOS ANGELES,79.0,,4,1.0,4,0.0,sale,129900,HouseType 1: Pisos,1,0.0,,,,,1.0,1.0,1.0,,en trámite,0,"calle la Dolorosa, Los Ángeles, Madrid",28041,40.3545402,-3.6943774,109,87,0.2018348623853211,25.850704225352114,1796.68,0.37068370550125784
4427,21703,LOS ROSALES,52.0,41.0,1,1.0,1,0.0,sale,92500,HouseType 1: Pisos,0,,0.0,1.0,1.0,,0.0,,,,G,0,"calle Encarnación Oviol, Los Rosales, Madrid",28021,40.350523,-3.6877894,94,70,0.25531914893617025,21.619672131147542,1827.79,0.27628994578151755
4430,21050,LOS ROSALES,55.0,,2,1.0,Bajo,1.0,sale,109000,HouseType 1: Pisos,0,0.0,0.0,1.0,,,0.0,1.0,,,en trámite,0,"calle Encarnación Oviol, Los Rosales, Madrid",28021,40.350523,-3.6877894,94,70,0.25531914893617025,21.619672131147542,1827.79,0.31677599724257166
4433,21041,LOS ROSALES,50.0,,2,1.0,3,0.0,sale,105000,HouseType 1: Pisos,0,0.0,,,,,0.0,1.0,,,en trámite,0,"calle Encarnación Oviol, Los Rosales, Madrid",28021,40.350523,-3.6877894,94,70,0.25531914893617025,21.619672131147542,1827.79,0.306928038779072
4436,21700,BUTARQUE,97.0,73.0,2,2.0,Bajo,1.0,sale,266122,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.5055055055055054
4467,21699,BUTARQUE,93.0,70.0,2,2.0,7,0.0,sale,228273,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4568204568204568
4498,21662,BUTARQUE,106.0,81.0,3,2.0,3,0.0,sale,251569,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4873054873054873
4529,21661,BUTARQUE,103.0,79.0,3,2.0,3,0.0,sale,235402,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.46637546637546634
4560,21660,BUTARQUE,103.0,79.0,3,2.0,1,0.0,sale,235172,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4659204659204659
4591,21659,BUTARQUE,103.0,79.0,3,2.0,5,0.0,sale,236227,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.46728546728546727
4622,21658,BUTARQUE,114.0,85.0,3,2.0,2,0.0,sale,254710,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.49140049140049136
4653,21627,BUTARQUE,103.0,79.0,3,2.0,6,0.0,sale,235718,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4668304668304668
4684,21620,BUTARQUE,106.0,81.0,3,2.0,4,0.0,sale,256115,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.49322049322049316
4715,21619,BUTARQUE,113.0,84.0,3,2.0,Bajo,1.0,sale,261989,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.5005005005005004
4746,21618,BUTARQUE,115.0,86.0,3,2.0,1,0.0,sale,273353,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.5146055146055145
4777,21617,BUTARQUE,129.0,98.0,3,2.0,7,0.0,sale,297621,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.5432705432705432
4808,21616,BUTARQUE,115.0,89.0,3,2.0,6,0.0,sale,279778,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.5223405223405223
4839,21085,BUTARQUE,103.0,79.0,3,2.0,3,0.0,sale,235293,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4659204659204659
4870,21084,BUTARQUE,105.0,78.0,2,2.0,5,0.0,sale,232695,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4627354627354627
4901,21083,BUTARQUE,105.0,79.0,3,2.0,5,0.0,sale,235815,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4668304668304668
4932,21082,BUTARQUE,106.0,81.0,3,2.0,1,0.0,sale,250356,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4859404859404859
4963,21081,BUTARQUE,105.0,79.0,3,2.0,6,0.0,sale,235305,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4659204659204659
4994,21080,BUTARQUE,105.0,79.0,3,2.0,3,0.0,sale,234990,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4659204659204659
5025,21079,BUTARQUE,103.0,79.0,3,2.0,2,0.0,sale,235815,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4668304668304668
5056,21078,BUTARQUE,103.0,79.0,3,2.0,4,0.0,sale,236227,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.46728546728546727
5087,21077,BUTARQUE,105.0,79.0,3,2.0,4,0.0,sale,234990,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4659204659204659
5118,21076,BUTARQUE,103.0,79.0,3,2.0,4,0.0,sale,235293,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4659204659204659
5149,21075,BUTARQUE,114.0,85.0,3,2.0,3,0.0,sale,253291,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.48958048958048955
5180,21074,BUTARQUE,103.0,79.0,3,2.0,2,0.0,sale,235172,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4659204659204659
5211,21073,BUTARQUE,106.0,81.0,3,2.0,2,0.0,sale,252891,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4891254891254891
5242,21072,BUTARQUE,105.0,79.0,3,2.0,1,0.0,sale,236154,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.46728546728546727
5273,21071,BUTARQUE,103.0,80.0,3,2.0,1,0.0,sale,236227,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.46728546728546727
5304,21070,BUTARQUE,98.0,74.0,2,2.0,5,0.0,sale,228208,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4568204568204568
5335,21069,BUTARQUE,105.0,79.0,3,2.0,2,0.0,sale,235402,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.46637546637546634
5366,20967,BUTARQUE,103.0,79.0,3,2.0,5,0.0,sale,234927,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,,no indicado,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",28021,40.338156,-3.679459,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4654654654654654
5397,21696,LOS ROSALES,45.0,41.0,2,1.0,1,0.0,sale,85000,HouseType 1: Pisos,1,0.0,0.0,1.0,,,0.0,1.0,,,E,0,"calle de Juan José Martínez Seco, Los Rosales, Madrid",28021,40.3516003,-3.6926224,94,70,0.25531914893617025,21.619672131147542,1827.79,0.25768824646157384
5403,21325,LOS ROSALES,71.0,,2,1.0,1,0.0,sale,202000,HouseType 1: Pisos,0,0.0,,,,,1.0,,,,G,0,"calle de Juan José Martínez Seco, Los Rosales, Madrid",28021,40.3516003,-3.6926224,94,70,0.25531914893617025,21.619672131147542,1827.79,0.5049814256561203
5409,21324,LOS ROSALES,48.0,,1,1.0,1,0.0,sale,144000,HouseType 1: Pisos,0,0.0,,,,,1.0,,,,G,0,"calle de Juan José Martínez Seco, Los Rosales, Madrid",28021,40.3516003,-3.6926224,94,70,0.25531914893617025,21.619672131147542,1827.79,0.3944654473435132
5415,21316,LOS ROSALES,54.0,,3,1.0,,,sale,91958,HouseType 1: Pisos,0,0.0,,,,,0.0,,,,G,0,"calle de Juan José Martínez Seco, Los Rosales, Madrid",28021,40.3516003,-3.6926224,94,70,0.25531914893617025,21.619672131147542,1827.79,0.2751957281744621
5421,21260,LOS ROSALES,54.0,,3,1.0,3,0.0,sale,91957,HouseType 1: Pisos,0,0.0,,,,,0.0,1.0,,,en trámite,0,"calle de Juan José Martínez Seco, Los Rosales, Madrid",28021,40.3516003,-3.6926224,94,70,0.25531914893617025,21.619672131147542,1827.79,0.2751957281744621
5427,21039,LOS ROSALES,85.0,,4,2.0,2,0.0,sale,155000,HouseType 1: Pisos,0,0.0,,,1.0,,0.0,1.0,1.0,,en trámite,0,"calle de Juan José Martínez Seco, Los Rosales, Madrid",28021,40.3516003,-3.6926224,94,70,0.25531914893617025,21.619672131147542,1827.79,0.4168969082881513
5433,21692,BUTARQUE,126.0,105.0,4,2.0,Bajo,1.0,sale,275000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,en trámite,1,"calle Berrocal, Butarque, Madrid",28021,40.3360941,-3.6774942,94,70,0.25531914893617025,21.619672131147542,2197.8,0.5164255164255164
5434,21689,LOS ANGELES,108.0,,3,2.0,4,0.0,sale,179000,HouseType 1: Pisos,0,0.0,,,,1.0,1.0,1.0,1.0,,en trámite,0,"calle Alcocer, Los Ángeles, Madrid",28041,40.3492379,-3.6995254,109,87,0.2018348623853211,25.850704225352114,1796.68,0.4714250729122604
5437,21537,LOS ANGELES,80.0,,3,1.0,3,0.0,sale,165000,HouseType 1: Pisos,0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,,en trámite,0,"calle Alcocer, Los Ángeles, Madrid",28041,40.3492379,-3.6995254,109,87,0.2018348623853211,25.850704225352114,1796.68,0.4441525480330387
5440,21390,LOS ANGELES,80.0,77.0,2,1.0,1,0.0,sale,95000,HouseType 1: Pisos,0,0.0,,,,1.0,0.0,1.0,,,en trámite,0,"calle Alcocer, Los Ángeles, Madrid",28041,40.3492379,-3.6995254,109,87,0.2018348623853211,25.850704225352114,1796.68,0.2877529665828083
5443,21687,LOS ROSALES,51.0,,2,1.0,3,0.0,sale,89500,HouseType 1: Pisos,1,0.0,,,,,0.0,1.0,1.0,,en trámite,0,"calle Topacio, Los Rosales, Madrid",28021,40.3499849,-3.6854695,94,70,0.25531914893617025,21.619672131147542,1827.79,0.26917753133565675
5444,21686,BUTARQUE,112.0,80.0,3,2.0,3,0.0,sale,289000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,E,1,"calle Calcio, 15, Butarque, Madrid",28021,40.3507213,-3.6791018,94,70,0.25531914893617025,21.619672131147542,2197.8,0.5332605332605332
5447,21559,BUTARQUE,110.0,,3,2.0,5,0.0,sale,275000,HouseType 1: Pisos,0,0.0,,,1.0,1.0,1.0,1.0,,1.0,en trámite,1,"calle Calcio, 15, Butarque, Madrid",28021,40.3507213,-3.6791018,94,70,0.25531914893617025,21.619672131147542,2197.8,0.5164255164255164
5450,21089,BUTARQUE,112.0,80.0,3,2.0,3,0.0,sale,299000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,D,1,"calle Calcio, 15, Butarque, Madrid",28021,40.3507213,-3.6791018,94,70,0.25531914893617025,21.619672131147542,2197.8,0.5446355446355446
5453,21685,BUTARQUE,109.0,,3,2.0,2,0.0,sale,216278,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4404404404404404
5471,21684,BUTARQUE,107.0,,3,2.0,1,0.0,sale,207503,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.42770042770042765
5489,21683,BUTARQUE,76.0,,2,2.0,3,0.0,sale,162793,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.3594503594503594
5507,21682,BUTARQUE,105.0,,3,2.0,1,0.0,sale,204999,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.42451542451542446
5525,21681,BUTARQUE,109.0,,3,2.0,4,0.0,sale,220879,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4468104468104468
5543,21680,BUTARQUE,108.0,,3,2.0,4,0.0,sale,218258,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.44317044317044313
5561,21679,BUTARQUE,109.0,,3,2.0,Bajo,1.0,sale,231855,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.46137046137046134
5579,21678,BUTARQUE,76.0,,2,2.0,4,0.0,sale,163397,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.3608153608153608
5597,21677,BUTARQUE,76.0,,2,2.0,2,0.0,sale,160759,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.3562653562653562
5615,21676,BUTARQUE,108.0,,3,2.0,3,0.0,sale,217169,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4413504413504413
