,id,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,floor,is_floor_under,operation,buy_price,house_type_id,is_renewal_needed,is_new_development,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_terrace,has_storage_room,energy_certificate,has_parking,full_title,zip_code,latitude,longitude,zip_codes_count,hosts_count_per_zip_code,hosts_distribution_per_zip_code,average_reviews_per_month_per_code,price_per_m2,buy_for_rent_ratio
275021,1942,FUENTE DEL BERRO,126.0,,4,2.0,3,0.0,sale,445000,HouseType 1: Pisos,0,0.0,1.0,0.0,,1.0,1.0,1.0,,1.0,en trámite,0,"calle de los Peñascales, Fuente del Berro, Madrid",28028,40.423729,-3.6643249,380,292,0.2315789473684211,23.019767441860463,4452.82,0.34629740254490415
275022,1939,CASTELLANA,142.0,,3,3.0,4,0.0,sale,975000,HouseType 1: Pisos,0,0.0,,,1.0,1.0,1.0,0.0,,,en trámite,0,"calle de Castelló, 98, Castellana, Madrid",28006,40.4343085,-3.6806337,475,305,0.35789473684210527,20.031164383561645,6882.35,0.36571810500773716
275023,1937,LISTA,130.0,,4,2.0,4,0.0,sale,770000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,no indicado,0,"General Pardiñas, 70, Lista, Madrid",28006,40.4305351,-3.6781049,475,305,0.35789473684210527,20.031164383561645,5681.21,0.4004428634040988
275024,1936,CASTELLANA,83.0,62.0,1,1.0,4,0.0,sale,425000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,D,0,"Calle de Castelló, 117, Castellana, Madrid",28006,40.4371383,-3.6807213,475,305,0.35789473684210527,20.031164383561645,6882.35,0.2173676142596642
275025,1933,CASTELLANA,218.0,,3,2.0,1,0.0,sale,940000,HouseType 1: Pisos,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,E,1,"calle de Claudio Coello, 128, Castellana, Madrid",28006,40.4373298,-3.6851369,475,305,0.35789473684210527,20.031164383561645,6882.35,0.3647010105559874
275026,1925,GOYA,101.0,77.0,3,1.0,5,0.0,sale,495000,HouseType 1: Pisos,1,0.0,1.0,0.0,,1.0,1.0,1.0,,,E,0,"calle de Máiquez, 6, Goya, Madrid",28009,40.4226009,-3.6728218,478,363,0.2405857740585774,28.524489795918367,5887.64,0.2810973497020878
275027,1917,GOYA,149.0,132.0,3,2.0,4,0.0,sale,840000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,E,0,"calle de Alcalá, 191, Goya, Madrid",28009,40.4276705,-3.6699464,478,363,0.2405857740585774,28.524489795918367,5887.64,0.4079733135857491
275028,1898,FUENTE DEL BERRO,86.0,81.0,2,1.0,Bajo,1.0,sale,350000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,en trámite,0,"calle Bocangel, Fuente del Berro, Madrid",28028,40.425086,-3.6632944,380,292,0.2315789473684211,23.019767441860463,4452.82,0.297115086619266
275029,1892,GUINDALERA,97.0,65.0,2,1.0,4,0.0,sale,369000,HouseType 1: Pisos,1,0.0,,,1.0,,1.0,1.0,1.0,,E,1,"calle Ardemans, 27, Guindalera, Madrid",28028,40.4344762,-3.6724295,380,292,0.2315789473684211,23.019767441860463,4367.9,0.3131939833787404
275030,1889,CASTELLANA,185.0,,3,3.0,6,0.0,sale,1975000,HouseType 1: Pisos,0,0.0,,,1.0,,1.0,1.0,,,D,1,"LOPEZ DE HOYOS, Castellana, Madrid",28006,40.437522,-3.685947078299898,475,305,0.35789473684210527,20.031164383561645,6882.35,-3.868010200004359
275031,1883,GUINDALERA,137.0,115.0,4,2.0,1,0.0,sale,595000,HouseType 1: Pisos,0,0.0,1.0,0.0,,,1.0,1.0,1.0,,E,0,"calle Florestan Aguilar, Guindalera, Madrid",28028,40.4306786,-3.6688533,380,292,0.2315789473684211,23.019767441860463,4367.9,0.4315574990269924
275032,1880,GOYA,305.0,,4,3.0,6,0.0,sale,1450000,HouseType 1: Pisos,1,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,no indicado,1,"calle de O'Donnell, 49, Goya, Madrid",28009,40.4215445,-3.6735303,478,363,0.2405857740585774,28.524489795918367,5887.64,-0.20806299298190786
275033,1879,GUINDALERA,123.0,107.0,3,2.0,,,sale,420000,HouseType 1: Pisos,0,,1.0,0.0,1.0,,1.0,1.0,,,G,0,"calle Francisco Santos, Guindalera, Madrid",28028,40.4353005,-3.6677229,380,292,0.2315789473684211,23.019767441860463,4367.9,0.3399803109045537
275035,1878,GUINDALERA,200.0,174.0,5,2.0,5,0.0,sale,580000,HouseType 1: Pisos,0,,,,,,1.0,1.0,1.0,1.0,G,0,"calle Francisco Santos, Guindalera, Madrid",28028,40.4353005,-3.6677229,380,292,0.2315789473684211,23.019767441860463,4367.9,0.423544495066279
275037,1876,CASTELLANA,90.0,,2,2.0,3,0.0,sale,950000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,E,0,"calle Claudio Coello, Castellana, Madrid",28006,40.4351889,-3.685418,475,305,0.35789473684210527,20.031164383561645,6882.35,0.36528220738555867
275039,1873,CASTELLANA,90.0,,2,2.0,3,0.0,sale,950000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,E,0,"calle Claudio Coello, Castellana, Madrid",28006,40.4351889,-3.685418,475,305,0.35789473684210527,20.031164383561645,6882.35,0.36528220738555867
275041,1867,GOYA,236.0,,5,3.0,2,0.0,sale,1680000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,E,1,"calle de O'Donnell, Madrid, Goya, Madrid",28009,40.4212271,-3.668995,478,363,0.2405857740585774,28.524489795918367,5887.64,-1.393087892602129
275043,1651,GOYA,257.0,202.0,3,4.0,2,0.0,sale,1780000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,E,0,"calle de O'Donnell, Madrid, Goya, Madrid",28009,40.4212271,-3.668995,478,363,0.2405857740585774,28.524489795918367,5887.64,-2.2124314665978217
275045,1839,GOYA,177.0,148.0,3,3.0,4,0.0,sale,1300000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,D,1,"calle de Ayala, 67, Goya, Madrid",28009,40.4274462,-3.6766517,478,363,0.2405857740585774,28.524489795918367,5887.64,0.17986833434109423
275046,1838,RECOLETOS,142.0,,3,2.0,4,0.0,sale,1220000,HouseType 1: Pisos,1,0.0,1.0,0.0,,1.0,1.0,1.0,,,en trámite,0,"HERMOSILLA, Recoletos, Madrid",28001,40.4265035,-3.6878051,274,147,0.46350364963503654,23.211702127659574,8392.43,0.21054688570533206
275047,1831,GUINDALERA,150.0,137.0,4,2.0,,,sale,525000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,F,0,"calle de Bristol, Guindalera, Madrid",28028,40.4396406,-3.6622365,380,292,0.2315789473684211,23.019767441860463,4367.9,0.39469768080771084
275048,1827,RECOLETOS,87.0,,2,1.0,Bajo,1.0,sale,725000,HouseType 1: Pisos,0,0.0,,,,,1.0,0.0,,,E,0,"calle de Jorge Juan, Recoletos, Madrid",28001,40.4238727,-3.6863008,274,147,0.46350364963503654,23.211702127659574,8392.43,0.2598770558705881
275049,1813,FUENTE DEL BERRO,71.0,,2,2.0,5,0.0,sale,354000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,en trámite,0,"Sancho Dávila, 6, Fuente del Berro, Madrid",28028,40.42859115,-3.662256324783996,380,292,0.2315789473684211,23.019767441860463,4452.82,0.2991362776847032
275050,1808,GUINDALERA,155.0,143.0,4,3.0,8,0.0,sale,509000,HouseType 1: Pisos,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,E,1,"calle de Berlín, Guindalera, Madrid",28028,40.4420385,-3.6614899,380,292,0.2315789473684211,23.019767441860463,4367.9,0.38622679090638523
275051,1807,LISTA,88.0,,3,1.0,1,0.0,sale,475000,HouseType 1: Pisos,1,0.0,,,,,0.0,1.0,,,no indicado,0,"calle de José Ortega y Gasset, Lista, Madrid",28006,40.4301271,-3.6792086,475,305,0.35789473684210527,20.031164383561645,5681.21,0.2833903341013622
275052,1804,FUENTE DEL BERRO,133.0,,3,2.0,4,0.0,sale,580000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,en trámite,1,"calle Jorge Juan, Fuente del Berro, Madrid",28028,40.4227568,-3.6653931,380,292,0.2315789473684211,23.019767441860463,4452.82,0.41546705233986553
275053,1802,LISTA,130.0,,3,2.0,1,0.0,sale,750000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,B,0,"calle de Don Ramón de la Cruz, 71, Lista, Madrid",28006,40.4289866,-3.6812032,475,305,0.35789473684210527,20.031164383561645,5681.21,0.39322609092077215
275054,1801,GOYA,187.0,,5,3.0,3,0.0,sale,1250000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,no indicado,1,"calle de Hermosilla, 66, Goya, Madrid",28009,40.4259802,-3.6790647,478,363,0.2405857740585774,28.524489795918367,5887.64,0.260885516098131
275055,1799,RECOLETOS,221.0,,4,4.0,3,0.0,sale,1700000,HouseType 1: Pisos,1,0.0,,,,,1.0,1.0,,1.0,en trámite,1,"calle de Recoletos, Recoletos, Madrid",28001,40.4223687,-3.691274,274,147,0.46350364963503654,23.211702127659574,8392.43,-1.0803783886192675
275056,1798,FUENTE DEL BERRO,113.0,,2,2.0,6,0.0,sale,575000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,,1.0,1.0,,,no indicado,0,"calle del Doctor Esquerdo, Fuente del Berro, Madrid",28028,40.4215581,-3.6689165,380,292,0.2315789473684211,23.019767441860463,4452.82,0.4129967077043312
275057,1797,GUINDALERA,179.0,172.0,4,3.0,4,0.0,sale,539000,HouseType 1: Pisos,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,E,1,"calle Biarritz, Guindalera, Madrid",28028,40.4358493,-3.6640548,380,292,0.2315789473684211,23.019767441860463,4367.9,0.40202385585750594
275058,1781,RECOLETOS,400.0,,5,5.0,2,0.0,sale,4350000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,en trámite,1,"calle Ayala, Recoletos, Madrid",28001,40.4277595,-3.6849943,274,147,0.46350364963503654,23.211702127659574,8392.43,-186.02013957816746
275059,1780,FUENTE DEL BERRO,95.0,,2,2.0,1,0.0,sale,390000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,en trámite,0,"Bocangel, Fuente del Berro, Madrid",28028,40.4267617,-3.6629065,380,292,0.2315789473684211,23.019767441860463,4452.82,0.31800072762878356
275060,1778,FUENTE DEL BERRO,83.0,,3,2.0,3,0.0,sale,482000,HouseType 1: Pisos,0,0.0,,,,,0.0,0.0,,1.0,B,1,"paseo Marqués de Zafra, 52 -64, Fuente del Berro, Madrid",28028,40.424954,-3.6616632,380,292,0.2315789473684211,23.019767441860463,4452.82,0.36516185248898453
275061,1772,GUINDALERA,160.0,,5,2.0,Bajo,1.0,sale,550000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,en trámite,0,"avenida de Brasilia, Guindalera, Madrid",28028,40.435615,-3.6610202,380,292,0.2315789473684211,23.019767441860463,4367.9,0.40774743011515835
275063,1678,GUINDALERA,172.0,155.0,4,3.0,8,0.0,sale,559000,HouseType 1: Pisos,0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,,E,1,"avenida de Brasilia, Guindalera, Madrid",28028,40.435615,-3.6610202,380,292,0.2315789473684211,23.019767441860463,4367.9,0.4125552324915864
275065,1764,GUINDALERA,93.0,,3,2.0,1,0.0,sale,445000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,,,en trámite,1,"calle Iriarte, Guindalera, Madrid",28028,40.4372029,-3.6718458,380,292,0.2315789473684211,23.019767441860463,4367.9,0.35303006021200123
275066,1763,RECOLETOS,349.0,295.0,5,3.0,3,0.0,sale,2490000,HouseType 1: Pisos,1,0.0,1.0,0.0,1.0,,1.0,1.0,,,E,0,"Velazquez, 55, Recoletos, Madrid",28001,40.4268995,-3.6839794,274,147,0.46350364963503654,23.211702127659574,8392.43,-12.137485805660576
275067,1760,RECOLETOS,362.0,,5,3.0,3,0.0,sale,2800000,HouseType 1: Pisos,0,0.0,,,,,1.0,1.0,,1.0,E,1,"calle de O'Donnell, Recoletos, Madrid",28001,40.4214524,-3.6830463,274,147,0.46350364963503654,23.211702127659574,8392.43,-22.406025430060183
275068,1751,LISTA,422.0,,6,4.0,2,0.0,sale,1350000,HouseType 1: Pisos,1,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,,en trámite,1,"calle General Pardiñas, Lista, Madrid",28006,40.4324027,-3.6780167,475,305,0.35789473684210527,20.031164383561645,5681.21,0.07956051615764952
275069,1747,GUINDALERA,73.0,58.0,2,1.0,3,0.0,sale,340000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,,,E,0,"calle Ferrer del Río, Guindalera, Madrid",28028,40.4348902,-3.671448,380,292,0.2315789473684211,23.019767441860463,4367.9,0.2973969184276197
275070,1727,CASTELLANA,215.0,,5,2.0,4,0.0,sale,1199500,HouseType 1: Pisos,0,0.0,,,,,1.0,0.0,,1.0,en trámite,0,"calle de Don Ramón de la Cruz, Castellana, Madrid",28006,40.4289866,-3.6812032,475,305,0.35789473684210527,20.031164383561645,6882.35,0.27650439166854346
275071,1685,RECOLETOS,76.0,,1,1.0,4,0.0,sale,490000,HouseType 1: Pisos,0,0.0,,,1.0,1.0,1.0,0.0,,,en trámite,0,"calle de Villanueva, 2, Recoletos, Madrid",28001,40.4227772,-3.6897814,274,147,0.46350364963503654,23.211702127659574,8392.43,0.19589082065623425
275072,1680,GOYA,51.0,,1,1.0,2,0.0,sale,325000,HouseType 1: Pisos,1,0.0,0.0,1.0,,,1.0,0.0,,,en trámite,0,"avenida Felipe II, Goya, Madrid",28009,40.4241638,-3.6759612,478,363,0.2405857740585774,28.524489795918367,5887.64,0.21434734460666752
275073,1670,GOYA,456.0,382.0,6,4.0,2,0.0,sale,2100000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,en trámite,0,"calle del Príncipe de Vergara, Madrid, Goya, Madrid",28009,40.4287938,-3.6797971,478,363,0.2405857740585774,28.524489795918367,5887.64,-6.61045851988233
275074,1666,RECOLETOS,156.0,,3,3.0,5,0.0,sale,1250000,HouseType 1: Pisos,1,0.0,1.0,0.0,,,1.0,1.0,,,D,0,"calle Columela, Recoletos, Madrid",28001,40.4211459,-3.6871766,274,147,0.46350364963503654,23.211702127659574,8392.43,0.18302208061312397
275075,1634,LISTA,302.0,237.0,5,3.0,5,0.0,sale,1549000,HouseType 1: Pisos,0,,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,en trámite,1,"calle de María de Molina, Lista, Madrid",28006,40.4373784,-3.6773836,475,305,0.35789473684210527,20.031164383561645,5681.21,-0.6373642234664798
275076,1632,GOYA,348.0,,5,4.0,3,0.0,sale,1900000,HouseType 1: Pisos,0,0.0,,,1.0,,1.0,1.0,,,en trámite,0,"calle del Príncipe de Vergara, Goya, Madrid",28009,40.4287938,-3.6797971,478,363,0.2405857740585774,28.524489795918367,5887.64,-3.509215916734039
275077,1631,RECOLETOS,182.0,,6,2.0,Bajo,1.0,sale,1300000,HouseType 1: Pisos,1,0.0,0.0,1.0,,,1.0,0.0,1.0,1.0,en trámite,0,"calle Velázquez, Recoletos, Madrid",28001,40.4268995,-3.6839794,274,147,0.46350364963503654,23.211702127659574,8392.43,0.12618514542272025
275078,1629,GOYA,118.0,86.0,2,2.0,4,0.0,sale,850000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,en trámite,0,"hermosilla, Goya, Madrid",28009,40.4260041,-3.6772415,478,363,0.2405857740585774,28.524489795918367,5887.64,0.4105210237038949
275079,1628,RECOLETOS,391.0,,5,4.0,5,0.0,sale,2290000,HouseType 1: Pisos,1,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,E,0,"ayala, Recoletos, Madrid",28001,40.4277595,-3.6849943,274,147,0.46350364963503654,23.211702127659574,8392.43,-7.66631357068215
275080,1624,GOYA,28.0,,1,1.0,5,0.0,sale,265000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,E,0,"plaza de Manuel Becerra, Madrid, Goya, Madrid",28009,40.427862,-3.6691156,478,363,0.2405857740585774,28.524489795918367,5887.64,0.18819085406037053
275081,1623,LISTA,75.0,,2,1.0,2,0.0,sale,585000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,F,1,"calle de Juan Bravo, Madrid, Lista, Madrid",28006,40.4323497,-3.6729231,475,305,0.35789473684210527,20.031164383561645,5681.21,0.3277470820476624
275082,1622,GUINDALERA,130.0,116.0,3,3.0,Entreplanta exterior,1.0,sale,550000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,E,1,"calle Ruiz Perelló, Guindalera, Madrid",28028,40.4298972,-3.6668792,380,292,0.2315789473684211,23.019767441860463,4367.9,0.40774743011515835
275083,1619,RECOLETOS,142.0,,3,3.0,1,0.0,sale,1475000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,E,0,"calle de Serrano, Recoletos, Madrid",28001,40.4221885,-3.6884002,274,147,0.46350364963503654,23.211702127659574,8392.43,-0.20911702570054203
275084,1618,GOYA,181.0,157.0,2,2.0,2,0.0,sale,1150000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,en trámite,1,"calle de Alcalá, 135, Goya, Madrid",28009,40.42389205,-3.6783333686204656,478,363,0.2405857740585774,28.524489795918367,5887.64,0.3677194937190453
275085,1614,CASTELLANA,70.0,,2,2.0,3,0.0,sale,420000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,E,0,"María de molina, Castellana, Madrid",28006,40.4375762,-3.6853336,475,305,0.35789473684210527,20.031164383561645,6882.35,0.21576932297834314
275086,1611,RECOLETOS,152.0,,2,3.0,4,0.0,sale,1500000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,E,0,"calle Lagasca, Recoletos, Madrid",28001,40.423112,-3.6856074,274,147,0.46350364963503654,23.211702127659574,8392.43,-0.27798861593126184
275087,1608,CASTELLANA,230.0,190.0,3,4.0,1,0.0,sale,1495000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,F,0,"calle del Pinar, Castellana, Madrid",28006,40.4377465,-3.6880762,475,305,0.35789473684210527,20.031164383561645,6882.35,-0.3216924451677116
275088,1601,RECOLETOS,236.0,,4,3.0,4,0.0,sale,1950000,HouseType 1: Pisos,0,0.0,1.0,0.0,,1.0,1.0,1.0,,,en trámite,0,"calle Alcala, Recoletos, Madrid",28001,40.4206967,-3.6851451,274,147,0.46350364963503654,23.211702127659574,8392.43,-2.9221572297892267
275089,1598,IMPERIAL,78.0,69.0,2,1.0,Bajo,1.0,sale,273000,HouseType 1: Pisos,0,0.0,,,,1.0,1.0,1.0,,,en trámite,0,"calle del Fósforo, Imperial, Madrid",28005,40.4108865,-3.7204569,1818,1131,0.37788778877887785,38.63302023121387,4098.59,0.2757045715721748
275090,1597,CHOPERA,97.0,,2,2.0,1,0.0,sale,375000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,,,E,0,"plaza de la Beata María Ana de Jesús, Chopera, Madrid",28045,40.3938324,-3.6948398,455,336,0.2615384615384615,35.59221556886228,3783.78,0.36524322238607954
275095,809,CHOPERA,97.0,77.0,2,2.0,1,0.0,sale,374000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,,,G,0,"plaza de la Beata María Ana de Jesús, Chopera, Madrid",28045,40.3938324,-3.6948398,455,336,0.2615384615384615,35.59221556886228,3783.78,0.36445036445036444
275100,736,CHOPERA,97.0,90.0,2,2.0,1,0.0,sale,375000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,,,F,0,"plaza de la Beata María Ana de Jesús, Chopera, Madrid",28045,40.3938324,-3.6948398,455,336,0.2615384615384615,35.59221556886228,3783.78,0.36524322238607954
275105,710,CHOPERA,43.0,33.0,2,1.0,3,0.0,sale,175000,HouseType 1: Pisos,0,,0.0,1.0,,,1.0,,,,no indicado,0,"plaza de la Beata María Ana de Jesús, Chopera, Madrid",28045,40.3938324,-3.6948398,455,336,0.2615384615384615,35.59221556886228,3783.78,0.22015022015022015
275110,684,CHOPERA,97.0,77.0,2,2.0,1,0.0,sale,374000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,,,F,0,"plaza de la Beata María Ana de Jesús, Chopera, Madrid",28045,40.3938324,-3.6948398,455,336,0.2615384615384615,35.59221556886228,3783.78,0.36445036445036444
275115,1596,CHOPERA,105.0,,3,2.0,1,0.0,sale,430000,HouseType 1: Pisos,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,en trámite,0,"paseo de la Chopera, Chopera, Madrid",28045,40.3915585,-3.6956868,455,336,0.2615384615384615,35.59221556886228,3783.78,0.3985432556861128
275119,887,CHOPERA,105.0,,3,2.0,1,0.0,sale,425000,HouseType 1: Pisos,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,en trámite,0,"paseo de la Chopera, Chopera, Madrid",28045,40.3915585,-3.6956868,455,336,0.2615384615384615,35.59221556886228,3783.78,0.3953718239432525
275123,672,CHOPERA,48.0,35.0,1,1.0,,,sale,108000,HouseType 1: Pisos,0,0.0,,,1.0,,0.0,,,,F,0,"paseo de la Chopera, Chopera, Madrid",28045,40.3915585,-3.6956868,455,336,0.2615384615384615,35.59221556886228,3783.78,0.1517001517001517
275127,34,CHOPERA,68.0,,2,1.0,Bajo,1.0,sale,147000,HouseType 1: Pisos,0,,,,,,,,,,en trámite,0,"paseo de la Chopera, Chopera, Madrid",28045,40.3915585,-3.6956868,455,336,0.2615384615384615,35.59221556886228,3783.78,0.19345733631447917
275131,1595,CHOPERA,85.0,76.0,2,2.0,2,0.0,sale,299000,HouseType 1: Pisos,1,0.0,1.0,0.0,,,1.0,0.0,,,en trámite,0,"ALONSO CARBONELL, Chopera, Madrid",28045,40.3946993,-3.6963691,455,336,0.2615384615384615,35.59221556886228,3783.78,0.31635031635031635
275132,1594,CHOPERA,85.0,,2,2.0,2,0.0,sale,299000,HouseType 1: Pisos,0,0.0,1.0,0.0,,,1.0,0.0,1.0,,en trámite,0,"calle Alonso Carbonell, Chopera, Madrid",28045,40.3946993,-3.6963691,455,336,0.2615384615384615,35.59221556886228,3783.78,0.31635031635031635
275139,1545,CHOPERA,85.0,76.0,2,2.0,2,0.0,sale,299000,HouseType 1: Pisos,0,0.0,1.0,0.0,,,1.0,0.0,,,en trámite,0,"calle Alonso Carbonell, Chopera, Madrid",28045,40.3946993,-3.6963691,455,336,0.2615384615384615,35.59221556886228,3783.78,0.31635031635031635
275146,1499,CHOPERA,85.0,76.0,2,2.0,2,0.0,sale,299000,HouseType 1: Pisos,1,0.0,1.0,0.0,,,1.0,0.0,1.0,,en trámite,0,"calle Alonso Carbonell, Chopera, Madrid",28045,40.3946993,-3.6963691,455,336,0.2615384615384615,35.59221556886228,3783.78,0.31635031635031635
275153,1496,CHOPERA,85.0,76.0,2,2.0,2,0.0,sale,299000,HouseType 1: Pisos,0,0.0,1.0,0.0,,,1.0,0.0,1.0,,en trámite,0,"calle Alonso Carbonell, Chopera, Madrid",28045,40.3946993,-3.6963691,455,336,0.2615384615384615,35.59221556886228,3783.78,0.31635031635031635
275160,1173,CHOPERA,85.0,80.0,2,2.0,3,0.0,sale,299000,HouseType 1: Pisos,0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,,en trámite,0,"calle Alonso Carbonell, Chopera, Madrid",28045,40.3946993,-3.6963691,455,336,0.2615384615384615,35.59221556886228,3783.78,0.31635031635031635
275167,731,CHOPERA,67.0,,2,1.0,1,0.0,sale,230000,HouseType 1: Pisos,1,0.0,,,,,1.0,1.0,,,en trámite,0,"calle Alonso Carbonell, Chopera, Madrid",28045,40.3946993,-3.6963691,455,336,0.2615384615384615,35.59221556886228,3783.78,0.26666455237883807
275174,53,CHOPERA,130.0,,4,2.0,1,0.0,sale,350000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0,,en trámite,0,"calle Alonso Carbonell, Chopera, Madrid",28045,40.3946993,-3.6963691,455,336,0.2615384615384615,35.59221556886228,3783.78,0.34965034965034963
275181,1593,IMPERIAL,70.0,65.0,3,1.0,1,0.0,sale,299000,HouseType 1: Pisos,1,0.0,0.0,1.0,,,1.0,1.0,,,no indicado,0,"calle Mármol, Imperial, Madrid",28005,40.4054044,-3.7207506,1818,1131,0.37788778877887785,38.63302023121387,4098.59,0.2920516567892861
275183,46,IMPERIAL,80.0,,3,2.0,6,0.0,sale,369000,HouseType 1: Pisos,0,,0.0,1.0,1.0,,1.0,1.0,,,no indicado,0,"calle Mármol, Imperial, Madrid",28005,40.4054044,-3.7207506,1818,1131,0.37788778877887785,38.63302023121387,4098.59,0.33377332204489835
275185,1592,ACACIAS,85.0,,3,2.0,3,0.0,sale,381000,HouseType 1: Pisos,1,0.0,1.0,0.0,,,1.0,0.0,1.0,,no indicado,0,"calle de Martín de Vargas, Acacias, Madrid",28005,40.4034257,-3.702325,1818,1131,0.37788778877887785,38.63302023121387,4208.0,0.33151140684410646
275192,1240,ACACIAS,109.0,94.0,3,2.0,2,0.0,sale,550000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,en trámite,1,"calle de Martín de Vargas, Acacias, Madrid",28005,40.4034257,-3.702325,1818,1131,0.37788778877887785,38.63302023121387,4208.0,0.42324144486692017
275199,1237,ACACIAS,103.0,84.0,4,2.0,1,0.0,sale,375000,HouseType 1: Pisos,0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,,E,0,"calle de Martín de Vargas, Acacias, Madrid",28005,40.4034257,-3.702325,1818,1131,0.37788778877887785,38.63302023121387,4208.0,0.3284220532319392
275206,729,ACACIAS,59.0,50.0,4,1.0,4,0.0,sale,254900,HouseType 1: Pisos,0,,0.0,1.0,,,1.0,,,,F,0,"calle de Martín de Vargas, Acacias, Madrid",28005,40.4034257,-3.702325,1818,1131,0.37788778877887785,38.63302023121387,4208.0,0.25665399239543724
275213,680,ACACIAS,83.0,64.0,3,1.0,3,0.0,sale,350000,HouseType 1: Pisos,0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,E,1,"calle de Martín de Vargas, Acacias, Madrid",28005,40.4034257,-3.702325,1818,1131,0.37788778877887785,38.63302023121387,4208.0,0.31440114068441066
275220,662,ACACIAS,95.0,,3,2.0,1,0.0,sale,425000,HouseType 1: Pisos,0,0.0,,,1.0,1.0,1.0,1.0,,,en trámite,0,"calle de Martín de Vargas, Acacias, Madrid",28005,40.4034257,-3.702325,1818,1131,0.37788778877887785,38.63302023121387,4208.0,0.35551330798479086
