,full_title,latitude,longitude
3659,"San Diego, Puente de Vallecas, Madrid",40.3922796,-3.6674239
3660,"calle José Paulete, Numancia, Madrid",40.394254,-3.6566948
3661,"calle de la Maquinilla, Palomeras sureste, Madrid",40.3805182,-3.6372846
3662,"calle de Josué Lillo, San Diego, Madrid",40.3855116,-3.6690168
3663,"calle Sanz Raso, Numancia, Madrid",40.3945367,-3.6605589
3664,"plaza MARTINEZ DE LA RIVA, San Diego, Madrid",40.3916685,-3.6651877
3665,"calle de Fuente de Piedra, Palomeras sureste, Madrid",40.3827766,-3.6405642
3666,"travesía de Palomeras, San Diego, Madrid",40.3896987,-3.670951
3667,"calle Palomeras, San Diego, Madrid",40.389733,-3.6685185
3668,"calle de Carlos Martín Álvarez, Palomeras Bajas, Madrid",40.3886333,-3.6641537
3669,"calle Higinio Rodríguez, Palomeras Bajas, Madrid",40.3863632,-3.6626456
3670,"Palomeras sureste, Puente de Vallecas, Madrid",40.3861742,-3.6329556
3671,"calle la Diligencia, Palomeras Bajas, Madrid",40.3831922,-3.6617689
3672,"calle Riojanos, Palomeras sureste, Madrid",40.3876983,-3.6422974
3673,"avenida Pablo Neruda, Palomeras Bajas, Madrid",40.381851499999996,-3.6620301515121256
3674,"Numancia, Puente de Vallecas, Madrid",40.3995283,-3.6596765
3675,"calle Encarnación González, 22, San Diego, Madrid",40.3911222,-3.6672333
3676,"avenida de la Albufera, 147, Numancia, Madrid",40.3924568,-3.6574567342199424
3677,"calle Pont de Molins, Portazgo, Madrid",40.3933546,-3.6434312
3678,"calle Pico Javalon, San Diego, Madrid",40.3922368,-3.6719002
3679,"San Diego, Puente de Vallecas, Madrid",40.3922796,-3.6674239
3680,"avenida del Talgo, Aravaca, Madrid",40.4471822,-3.7848499
3681,"calle de Quintana, Argüelles, Madrid",40.4289237,-3.7149592
3682,"calle del Marqués de Urquijo, Argüelles, Madrid",40.4290246,-3.7210389
3683,"calle Azuaga, Valdezarza, Madrid",40.4627092,-3.7116683
3684,"Casa de Campo, Moncloa, Madrid",40.4034858,-3.7609309
3685,"calle de las Rosas de Aravaca, 37, Aravaca, Madrid",40.448914,-3.7787419
3686,"avenida DEL TALGO, Aravaca, Madrid",40.4471822,-3.7848499
3687,"calle Irun, 15, Argüelles, Madrid",40.4224687,-3.7178272
3688,"calle Irun, 15, Argüelles, Madrid",40.4224687,-3.7178272
3689,"calle Irun, 15, Argüelles, Madrid",40.4224687,-3.7178272
3690,"calle Irun, 15, Argüelles, Madrid",40.4224687,-3.7178272
3691,"calle de Sánchez Preciado, Valdezarza, Madrid",40.4629173,-3.709731
3692,"calle de Juan Montalvo, Ciudad Universitaria, Madrid",40.4479599,-3.708978
3693,"calle Valderroman, Valdezarza, Madrid",40.4713602,-3.7227532
3694,"Aravaca, Moncloa, Madrid",40.457749,-3.7827941
3695,"avenida de Juan Andrés, Valdezarza, Madrid",40.46711,-3.7229102
3696,"calle del Marqués de Urquijo, 24, Argüelles, Madrid",40.4290246,-3.7210389
3697,"Argüelles, Moncloa, Madrid",40.4283434,-3.7176358
3698,"Juan Herrera, Ciudad Universitaria, Madrid",40.44043325,-3.7310298502464407
3699,"Aravaca, Moncloa, Madrid",40.457749,-3.7827941
3700,"Valdemarín, Moncloa, Madrid",40.466939999999994,-3.787154949669601
3701,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3702,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3703,"calle del Corregidor Juan Francisco de Luján, Fontarrón, Madrid",40.4036931,-3.6499
3704,"calle de Arroyo de Fontarrón, Fontarrón, Madrid",40.4038601,-3.6508318
3705,"Vinateros, Moratalaz, Madrid",40.4051965,-3.6415467
3706,"calle de la Cañada, Vinateros, Madrid",40.4049525,-3.644541
3707,"calle Pico de los Artilleros, Vinateros, Madrid",40.4055332,-3.6406396
3708,"calle de la Tacona, Fontarrón, Madrid",40.3977984,-3.6401529
3709,"pasaje Valdilecha, Marroquina, Madrid",40.4047112,-3.6362826
3710,"avenida de Moratalaz, 109, Media Legua, Madrid",40.405971550000004,-3.652841300000004
3711,"calle Pico de los Artilleros, Vinateros, Madrid",40.4055332,-3.6406396
3712,"avenida Doctor García Tapia, Media Legua, Madrid",40.4123816,-3.6542272
3713,"calle Arroyo de las Pilillas, 54, Marroquina, Madrid",40.407542,-3.6517728
3714,"calle de la Marroquina, Marroquina, Madrid",40.4101496,-3.6465629
3715,"calle Arroyo de las Pilillas, Marroquina, Madrid",40.4076028,-3.6522444
3716,"calle Tacona, 87, Fontarrón, Madrid",40.3980417,-3.6403528134103693
3717,"calle HACIENDA DE PAVONES, Vinateros, Madrid",40.401114,-3.6362293
3718,"calle de la Marroquina, Marroquina, Madrid",40.4101496,-3.6465629
3719,"calle de la Hacienda de Pavones, Fontarrón, Madrid",40.4008329,-3.6363067
3720,"calle del Camino de los Vinateros, Media Legua, Madrid",40.4105728,-3.6539466
3721,"avenida Doctor García Tapia, Marroquina, Madrid",40.4079373,-3.6312352
3722,"Fontarrón, Moratalaz, Madrid",40.399161,-3.6462064
3723,"calle Pico de los Artilleros, 90, Vinateros, Madrid",40.4065056,-3.6399721884317477
3724,"Fontarrón, Moratalaz, Madrid",40.399161,-3.6462064
3725,"pasaje Cobena, Marroquina, Madrid",40.4070765,-3.6331993
3726,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3727,"calle de la Hacienda de Pavones, Vinateros, Madrid",40.401114,-3.6362293
3728,"pasaje cobeña, Marroquina, Madrid",40.4070765,-3.6331993
3729,"calle ARROYO DE LAS PILILLAS, Marroquina, Madrid",40.4076028,-3.6522444
3730,"Pavones, Moratalaz, Madrid",40.3996221,-3.6317093
3731,"calle de la Hacienda de Pavones, Vinateros, Madrid",40.401114,-3.6362293
3732,"calle del Arroyo de la Media Legua, Media Legua, Madrid",40.4153958,-3.6506624
3733,"calle del Arroyo de la Media Legua, Media Legua, Madrid",40.4153958,-3.6506624
3734,"calle del Corregidor Diego de Valderrábano, 4, Media Legua, Madrid",40.4084271,-3.661131022210884
3735,"camino DE VINATEROS, Vinateros, Madrid",40.4078677,-3.6455836
3736,"Media Legua, Moratalaz, Madrid",40.4119951,-3.6575338
3737,"Corregidor Juan Francisco de Luján, Fontarrón, Madrid",40.4036931,-3.6499
3738,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3739,"calle Marroquina, Marroquina, Madrid",40.4057968,-3.6328049
3740,"Av. Moratalaz, Media Legua, Madrid",40.4172575,-3.6589677
3741,"calle de la Hacienda de Pavones, Vinateros, Madrid",40.401114,-3.6362293
3742,"calle Paular, Marroquina, Madrid",40.4095629,-3.6315777
3743,"ENCOMIENDA DE PALACIOS, Fontarrón, Madrid",40.3982325,-3.6381652
3744,"Av. Moratalaz, Media Legua, Madrid",40.4172575,-3.6589677
3745,"calle de Arroyo de Fontarrón, Pavones, Madrid",40.3951878,-3.6362879
3746,"calle Arroyo de las Pilillas, Marroquina, Madrid",40.4076028,-3.6522444
3747,"calle Arroyo de las Pilillas, Media Legua, Madrid",40.4060974,-3.6512674
3748,"calle de la Hacienda de Pavones, Vinateros, Madrid",40.401114,-3.6362293
3749,"calle Antonio Cumella, Marroquina, Madrid",40.4096896,-3.636451
3750,"Pavones, Moratalaz, Madrid",40.3996221,-3.6317093
3751,"calle del Camino de los Vinateros, 9, Media Legua, Madrid",40.4108606,-3.6573099
3752,"Vinateros, Moratalaz, Madrid",40.4051965,-3.6415467
3753,"Pico de Artilleros, Vinateros, Madrid",40.4055332,-3.6406396
3754,"BRUJAS, 1, Horcajo, Madrid",40.406227099999995,-3.6263293040067737
3755,"Media Legua, Moratalaz, Madrid",40.4119951,-3.6575338
3756,"avenida del Doctor García Tapia, Marroquina, Madrid",40.4087563,-3.636738
3757,"avenida del Doctor García Tapia, 129, Marroquina, Madrid",40.4096914,-3.63978
3758,"Hacienda de pavones, Vinateros, Madrid",40.401114,-3.6362293
3759,"Hacienda de pavones, Vinateros, Madrid",40.401114,-3.6362293
3760,"calle de la Cañada, Vinateros, Madrid",40.4049525,-3.644541
3761,"avenida Moratalaz, Vinateros, Madrid",40.4081021,-3.6452378
3762,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3763,"avenida de Moratalaz, Vinateros, Madrid",40.4081021,-3.6452378
3764,"CAÑADA, Vinateros, Madrid",40.4049525,-3.644541
3765,"calle Antonio Cumella, 27, Marroquina, Madrid",40.41063225,-3.63614665
3766,"fontarron, Fontarrón, Madrid",40.402608650000005,-3.650693420668588
3767,"calle de Arroyo de Fontarrón, Pavones, Madrid",40.3951878,-3.6362879
3768,"calle de la Marroquina, Marroquina, Madrid",40.4101496,-3.6465629
3769,"calle de la Marroquina, Marroquina, Madrid",40.4101496,-3.6465629
3770,"avenida de Moratalaz, Vinateros, Madrid",40.4081021,-3.6452378
3771,"avenida de Moratalaz, Marroquina, Madrid",40.4097793,-3.6410821
3772,"calle de Arroyo de Fontarrón, Fontarrón, Madrid",40.4038601,-3.6508318
3773,"calle Luis de Hoyos Sainz, Pavones, Madrid",40.4038302,-3.6299191
3774,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3775,"avenida del Doctor García Tapia, Media Legua, Madrid",40.4123816,-3.6542272
3776,"Vinateros, Moratalaz, Madrid",40.4051965,-3.6415467
3777,"calle ANTONIO CUMELLA, Marroquina, Madrid",40.4096896,-3.636451
3778,"fontarron, Fontarrón, Madrid",40.402608650000005,-3.650693420668588
3779,"doctor garcia tapia, Marroquina, Madrid",40.4079373,-3.6312352
3780,"Vinateros, Moratalaz, Madrid",40.4051965,-3.6415467
3781,"calle Arroyo de las Pilillas, Marroquina, Madrid",40.4076028,-3.6522444
3782,"calle de la Marroquina, Marroquina, Madrid",40.4101496,-3.6465629
3783,"calle PICO DE LOS ARTILLEROS, Marroquina, Madrid",40.4078411,-3.6399287
3784,"calle de Arroyo de Fontarrón, Fontarrón, Madrid",40.4038601,-3.6508318
3785,"Corregidor Juan Francisco de Luján, Fontarrón, Madrid",40.4036931,-3.6499
3786,"calle PICO DE LOS ARTILLEROS, Vinateros, Madrid",40.4055332,-3.6406396
3787,"calle de la Hacienda de Pavones, Vinateros, Madrid",40.401114,-3.6362293
3788,"avenida del Doctor García Tapia, Marroquina, Madrid",40.4087563,-3.636738
3789,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3790,"Marroquina, Moratalaz, Madrid",40.4107193,-3.6405684
3791,"calle del Arroyo Belincoso, Marroquina, Madrid",40.4080054,-3.6524628
3792,"avenida de Moratalaz, Media Legua, Madrid",40.4062564,-3.6551537
3793,"calle luis de Hoyos Sainz, 80, Vinateros, Madrid",40.40378735,-3.638161874596876
3794,"calle del Corregidor Señor de la Elipa, Marroquina, Madrid",40.4104023,-3.6513788
3795,"Fontarrón, Moratalaz, Madrid",40.399161,-3.6462064
3796,"calle Entre Arroyos, Media Legua, Madrid",40.4090927,-3.6553487
3797,"Pavones, Moratalaz, Madrid",40.3996221,-3.6317093
3798,"calle Atenas, 6, Pavones, Madrid",40.403442350000006,-3.627190375616983
3799,"calle del Corregidor Alonso de Tobar, 19, Fontarrón, Madrid",40.40417155,-3.649034014707431
3800,"calle de la Hacienda de Pavones, 152, Fontarrón, Madrid",40.40224695,-3.6423269663927216
3801,"calle Augusto González Besada, Marroquina, Madrid",40.4095604,-3.6430251
3802,"calle Augusto González Besada, Marroquina, Madrid",40.4095604,-3.6430251
3803,"calle del Corregidor Juan Francisco de Luján, Fontarrón, Madrid",40.4036931,-3.6499
3804,"calle Entre Arroyos, Media Legua, Madrid",40.4090927,-3.6553487
3805,"Marroquina, Moratalaz, Madrid",40.4107193,-3.6405684
3806,"Media Legua, Moratalaz, Madrid",40.4119951,-3.6575338
3807,"Vinateros, Moratalaz, Madrid",40.4051965,-3.6415467
3808,"calle del Corregidor Juan de Bobadilla, Vinateros, Madrid",40.4075081,-3.6436362
3809,"calle de la Encomienda de Palacios, Madrid, Fontarrón, Madrid",40.3993266,-3.640816
3810,"calle del Camino de los Vinateros, 83, Marroquina, Madrid",40.4096175,-3.6491684
3811,"calle del Corregidor Señor de la Elipa, 3, Marroquina, Madrid",40.4108203,-3.651443877849152
3812,"Arroyo de fontarron, Fontarrón, Madrid",40.402608650000005,-3.650693420668588
3813,"calle del Corregidor Juan Francisco de Luján, Fontarrón, Madrid",40.4036931,-3.6499
3814,"Arroyo de Fontarrón, Fontarrón, Madrid",40.402608650000005,-3.650693420668588
3815,"calle del Corregidor Juan Francisco de Luján, Madrid Fontarrón, Moratalaz, Fontarrón, Madrid",40.4036931,-3.6499
3816,"calle La Tacona, Fontarrón, Madrid",40.3977984,-3.6401529
3817,"calle de la Encomienda de Palacios, 74, Fontarrón, Madrid",40.40046955,-3.6440561717947344
3818,"calle Pico de los Artilleros, 12, Vinateros, Madrid",40.4088501,-3.6414273632819736
3819,"avenida del Doctor García Tapia, 129, Marroquina, Madrid",40.4096914,-3.63978
3820,"calle de la Marroquina, 40, Marroquina, Madrid",40.4078277,-3.647705
3821,"avenida del Doctor García Tapia, 159, Horcajo, Madrid",40.407446,-3.6293189
3822,"avenida del Doctor García Tapia, 159, Horcajo, Madrid",40.407446,-3.6293189
3823,"calle Luis de Hoyos Sainz, Pavones, Madrid",40.4038302,-3.6299191
3824,"calle del Arroyo de la Media Legua, Media Legua, Madrid",40.4153958,-3.6506624
3825,"avenida de Moratalaz, Media Legua, Madrid",40.4062564,-3.6551537
3826,"calle del Corregidor Señor de la Elipa, Marroquina, Madrid",40.4104023,-3.6513788
3827,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3828,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3829,"Marroquina, Moratalaz, Madrid",40.4107193,-3.6405684
3830,"calle Hacienda de Pavones, Vinateros, Madrid",40.401114,-3.6362293
3831,"calle Tacona, Fontarrón, Madrid",40.3977984,-3.6401529
3832,"calle CORREGIDOR ALONSO DE TOBAR, Fontarrón, Madrid",40.4035793,-3.6484872
3833,"calle Antonio Cumella, Marroquina, Madrid",40.4096896,-3.636451
3834,"calle de la Fuente Carrantona, Marroquina, Madrid",40.4057968,-3.6328049
3835,"avenida de Moratalaz, Vinateros, Madrid",40.4081021,-3.6452378
3836,"calle del Corregidor Juan Francisco de Luján, 55, Fontarrón, Madrid",40.402524,-3.647009868291736
3837,"Fontarrón, Moratalaz, Madrid",40.399161,-3.6462064
3838,"calle Antonio Cumella, 6, Marroquina, Madrid",40.40946815,-3.636169982083315
3839,"avenida del Doctor García Tapia, 147, Marroquina, Madrid",40.408837,-3.6353479101801303
3840,"Fontarrón, Moratalaz, Madrid",40.399161,-3.6462064
3841,"avenida del Doctor García Tapia, Horcajo, Madrid",40.4069688,-3.6287493
3842,"calle del Corregidor Señor de la Elipa, 7, Marroquina, Madrid",40.4110534,-3.651325761052062
3843,"avenida del Doctor García Tapia, 27, Media Legua, Madrid",40.4123816,-3.6542272
3844,"calle de la Encomienda de Palacios, 57, Fontarrón, Madrid",40.400530450000005,-3.6423153920889044
3845,"corregidor Juan Francisco de luján, 63, Fontarrón, Madrid",40.40236305,-3.6476824999999993
3846,"calle de la Encomienda de Palacios, 181, Fontarrón, Madrid",40.399571,-3.6394857650001455
3847,"calle marroquína, 40, Marroquina, Madrid",40.4078277,-3.647705
3848,"calle de la Cañada, 50, Vinateros, Madrid",40.4058711,-3.6437624732088727
3849,"Vinateros, Moratalaz, Madrid",40.4051965,-3.6415467
3850,"Media Legua, Moratalaz, Madrid",40.4119951,-3.6575338
3851,"Marroquina, Moratalaz, Madrid",40.4107193,-3.6405684
3852,"avenida de Moratalaz, Vinateros, Madrid",40.4081021,-3.6452378
3853,"calle Arroyo Fontarrón, 453, Pavones, Madrid",40.3952597,-3.6345262131027436
3854,"avenida del Doctor García Tapia, 90, Marroquina, Madrid",40.411788,-3.6503556
3855,"calle de la Cañada, 37, Vinateros, Madrid",40.4054393,-3.6446752
3856,"calle del Corregidor Juan Francisco de Luján, Madrid, Fontarrón, Madrid",40.4036931,-3.6499
3857,"calle de la Encomienda de Palacios, 15, Fontarrón, Madrid",40.4003988,-3.6431658
3858,"avenida del Doctor García Tapia, 70, Media Legua, Madrid",40.4123816,-3.6542272
3859,"calle de la Hacienda de Pavones, 207, Vinateros, Madrid",40.401946249999995,-3.63785323800784
3860,"calle de la Marroquina, 40, Marroquina, Madrid",40.4078277,-3.647705
3861,"calle Arroyo Fontarron, 349, Pavones, Madrid",40.39610475,-3.6376479356362825
3862,"calle de la Marroquina, 17, Marroquina, Madrid",40.4074476,-3.6497429
3863,"calle Pico de los Artilleros, 83, Vinateros, Madrid",40.40385015,-3.6420669384541666
3864,"calle del Arroyo Belincoso, 26, Marroquina, Madrid",40.409527999999995,-3.652354050000002
3865,"calle de la Hacienda de Pavones, 73, Vinateros, Madrid",40.40477785,-3.6466707305758677
3866,"calle del Camino de los Vinateros, 87, Marroquina, Madrid",40.4094803,-3.648786
3867,"calle Pico de los Artilleros, 1, Marroquina, Madrid",40.40924445,-3.6403170001673155
3868,"Marroquina, Moratalaz, Madrid",40.4107193,-3.6405684
3869,"Media Legua, Moratalaz, Madrid",40.4119951,-3.6575338
3870,"calle del Corregidor José de Pasamonte, 14, Marroquina, Madrid",40.4106476,-3.6471707195947394
3871,"calle de la Marroquina, 82, Marroquina, Madrid",40.4097101,-3.6460331
3872,"calle del Camino de los Vinateros, 91, Marroquina, Madrid",40.409755200000006,-3.648220600126578
3873,"calle Corregidor Juan Francisco de Luján, 86, Fontarrón, Madrid",40.40172905,-3.646797688137746
3874,"calle de la cañada, 15, Vinateros, Madrid",40.4045832,-3.645342522712558
3875,"calle de la Hacienda de Pavones, 131, Vinateros, Madrid",40.40372395,-3.6402754522767307
3876,"calle la riviera, 45, Horcajo, Madrid",40.4053766,-3.6288978
3877,"calle hacienda de pavones, 178, Fontarrón, Madrid",40.40183735,-3.641219886491795
3878,"calle de Arroyo de Fontarrón, Fontarrón, Madrid",40.4038601,-3.6508318
3879,"avenida del Doctor García Tapia, Marroquina, Madrid",40.4087563,-3.636738
3880,"Marroquina, Moratalaz, Madrid",40.4107193,-3.6405684
3881,"Vinateros, Moratalaz, Madrid",40.4051965,-3.6415467
3882,"calle del Corregidor Juan Francisco de Luján, Fontarrón, Madrid",40.4036931,-3.6499
3883,"HACIENDA DE PAVONES, Vinateros, Madrid",40.401114,-3.6362293
3884,"avenida DEL DOCTOR GARCÍA TAPIA, Media Legua, Madrid",40.4123816,-3.6542272
3885,"calle de la Hacienda de Pavones, Vinateros, Madrid",40.401114,-3.6362293
3886,"Corregidor Juan Francisco de Lujan, Fontarrón, Madrid",40.4036931,-3.6499
3887,"calle Lituania, 4, Media Legua, Madrid",40.40935175,-3.6620114934768533
3888,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3889,"calle de la Marroquina, Marroquina, Madrid",40.4101496,-3.6465629
3890,"calle del Corregidor Juan Francisco de Luján, Fontarrón, Madrid",40.4036931,-3.6499
3891,"Media Legua, Moratalaz, Madrid",40.4119951,-3.6575338
3892,"calle Marroquina, Marroquina, Madrid",40.4057968,-3.6328049
3893,"calle de Arroyo de Fontarrón, Fontarrón, Madrid",40.4038601,-3.6508318
3894,"avenida del Doctor García Tapia, Marroquina, Madrid",40.4087563,-3.636738
3895,"calle del Corregidor Juan de Bobadilla, Vinateros, Madrid",40.4075081,-3.6436362
3896,"calle de la Primavera de Praga, Media Legua, Madrid",40.4112808,-3.6578718
3897,"encomienda de palacios, Fontarrón, Madrid",40.3982325,-3.6381652
3898,"calle Pico de los Artilleros, Vinateros, Madrid",40.4055332,-3.6406396
3899,"calle TACONA, Fontarrón, Madrid",40.3977984,-3.6401529
3900,"calle Lituania, 4, Media Legua, Madrid",40.40935175,-3.6620114934768533
3901,"calle de la Hacienda de Pavones, 252, Fontarrón, Madrid",40.4016754,-3.638671739600926
3902,"calle del Corregidor Diego de Valderrábano, 70, Media Legua, Madrid",40.412581849999995,-3.6573895062333035
3903,"calle Luis de Hoyos Sainz, Vinateros, Madrid",40.403704,-3.6346819
3904,"calle del Camino de los Vinateros, Media Legua, Madrid",40.4105728,-3.6539466
3905,"calle de Arroyo de Fontarrón, Pavones, Madrid",40.3951878,-3.6362879
3906,"calle de la Hacienda de Pavones, Fontarrón, Madrid",40.4008329,-3.6363067
3907,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3908,"avenida de Moratalaz, Marroquina, Madrid",40.4097793,-3.6410821
3909,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3910,"calle de la Encomienda de Palacios, 189, Fontarrón, Madrid",40.39911645,-3.639527903257192
3911,"calle Pico de los Artilleros, 170, Fontarrón, Madrid",40.402481449999996,-3.644303167607135
3912,"calle Pico de los Artilleros, 1, Marroquina, Madrid",40.40924445,-3.6403170001673155
3913,"avenida del Doctor García Tapia, Media Legua, Madrid",40.4123816,-3.6542272
3914,"avenida del Doctor García Tapia, 157, Horcajo, Madrid",40.4069688,-3.6287493
3915,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3916,"ARROYO PILILLAS, Media Legua, Madrid",40.4060974,-3.6512674
3917,"avenida Doctor García Tapia, Marroquina, Madrid",40.4079373,-3.6312352
3918,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3919,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3920,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3921,"calle de la Marroquina, 86, Marroquina, Madrid",40.41013455,-3.645547002541978
3922,"calle del Arroyo Belincoso s/n, Marroquina, Madrid",40.4080054,-3.6524628
3923,"MÉRIDA, Marroquina, Madrid",40.4055566,-3.6344747
3924,"Marroquina, Moratalaz, Madrid",40.4107193,-3.6405684
3925,"calle del Corregidor Juan Francisco de Luján, Fontarrón, Madrid",40.4036931,-3.6499
3926,"camino de los Vinateros, Marroquina, Madrid",40.4093815,-3.6491866
3927,"calle del Corregidor Alonso de Tobar, Fontarrón, Madrid",40.4035793,-3.6484872
3928,"calle Lituania, 6, Media Legua, Madrid",40.4093108,-3.6615623
3929,"calle del Camino de los Vinateros, Media Legua, Madrid",40.4105728,-3.6539466
3930,"calle de la Encomienda de Palacios, Fontarrón, Madrid",40.3993266,-3.640816
3931,"Vinateros, Moratalaz, Madrid",40.4051965,-3.6415467
3932,"Marroquina, Moratalaz, Madrid",40.4107193,-3.6405684
3933,"calle Athos, Puerta del Ángel, Madrid",40.4076974,-3.7314174
3934,"Aluche, Latina, Madrid",40.392356,-3.7571096
3935,"Lucero, Latina, Madrid",40.4021568,-3.7511015
3936,"calle de Caramuel, 38, Puerta del Ángel, Madrid",40.4099996,-3.7279103
3937,"calle Mirabel, Águilas, Madrid",40.3801217,-3.7812503
3938,"calle Antonia Calvo, Lucero, Madrid",40.4016899,-3.7459242
3939,"avenida de Portugal, Puerta del Ángel, Madrid",40.4138038,-3.7311162
3940,"calle Navas del Rey, Puerta del Ángel, Madrid",40.407946,-3.7367073
3941,"calle de Seseña, Aluche, Madrid",40.3951842,-3.7676336
3942,"calle de Seseña, Aluche, Madrid",40.3951842,-3.7676336
3943,"calle San Roberto, Lucero, Madrid",40.4037663,-3.7594221
3944,"calle Sepúlveda, Lucero, Madrid",40.4001445,-3.7549635
3945,"calle Abejuela, Aluche, Madrid",40.391005,-3.7456342
3946,"paseo de Extremadura, 155, Lucero, Madrid",40.4087674,-3.741554
3947,"paseo de Extremadura, 175, Lucero, Madrid",40.4087674,-3.741554
3948,"calle Alfonso Cea, Puerta del Ángel, Madrid",40.4101865,-3.737979
3949,"Los Yebenes, Aluche, Madrid",40.4018152,-3.7601529
3950,"calle de Benicasim, Puerta del Ángel, Madrid",40.4092131,-3.7388443
3951,"plaza Cartaya, Campamento, Madrid",40.39727345,-3.76792176
3952,"calle Solana de Luche s/n, Puerta del Ángel, Madrid",40.4065253,-3.7331889
3953,"calle Campillo, 25, Puerta del Ángel, Madrid",40.4071888,-3.7324328
3954,"paseo Perales, 21, Puerta del Ángel, Madrid",40.4049485,-3.7378473
3955,"calle de Camarena, Aluche, Madrid",40.3955494,-3.7548817
3956,"SEPULVEDA, 138, Lucero, Madrid",40.4001445,-3.7549635
3957,"calle Fortuna, Puerta del Ángel, Madrid",40.4081836,-3.7343196
3958,"paseo Olivos, Puerta del Ángel, Madrid",40.4063651,-3.7315065
3959,"avenida de Portugal, Puerta del Ángel, Madrid",40.4138038,-3.7311162
3960,"calle de Ocaña, Aluche, Madrid",40.3871625,-3.7525386
3961,"calle de Cuart de Poblet, Lucero, Madrid",40.3977158,-3.7482745
3962,"calle Moscareta, Puerta del Ángel, Madrid",40.406704,-3.7333178
3963,"calle los Yébenes, Aluche, Madrid",40.397895,-3.7564592
3964,"calle del Lucero, 33, Lucero, Madrid",40.4029029,-3.7478307
3965,"calle Concejal Francisco José Jiménez Martín, 148, Lucero, Madrid",40.3999991,-3.749784
3966,"calle los Yébenes, 137, Aluche, Madrid",40.3938901,-3.7505252
3967,"Los Cármenes, Latina, Madrid",40.395604,-3.7433968
3968,"José de Cadalso, Águilas, Madrid",40.3783497,-3.7689325
3969,"calle AZOR, 6, Campamento, Madrid",40.3986765,-3.768084
3970,"benicasim, Puerta del Ángel, Madrid",40.4092131,-3.7388443
3971,"calle Poema Sinfónico, Cuatro Vientos, Madrid",40.3721599,-3.7712634
3972,"calle Illescas, Aluche, Madrid",40.393357449999996,-3.7604277136574034
3973,"Camarena, Aluche, Madrid",40.3938307,-3.7571044
3974,"Aluche, Latina, Madrid",40.392356,-3.7571096
3975,"Cartaya, Campamento, Madrid",40.39727345,-3.76792176
3976,"santa teresita, Puerta del Ángel, Madrid",40.406303,-3.7367491
3977,"calle de Navalmoral de la Mata, Águilas, Madrid",40.3764969,-3.777455
3978,"Juan Antón, Puerta del Ángel, Madrid",40.4103243,-3.73717
3979,"calle Illescas, Aluche, Madrid",40.393357449999996,-3.7604277136574034
3980,"calle de Tembleque, Aluche, Madrid",40.3906118,-3.7671901
3981,"avenida de Las Águilas, 93, Águilas, Madrid",40.384303,-3.7640836
3982,"calle de Jaime Vera, Puerta del Ángel, Madrid",40.4100551,-3.7286291
3983,"calle de Navalmoral de la Mata, Águilas, Madrid",40.3764969,-3.777455
3984,"calle de Benicasim, Puerta del Ángel, Madrid",40.4092131,-3.7388443
3985,"calle de Navalmoral de la Mata, Águilas, Madrid",40.3764969,-3.777455
3986,"Fray José Cerdeiriña, Águilas, Madrid",40.3839246,-3.7790765
3987,"calle de Ampelido, 19, Puerta del Ángel, Madrid",40.4061703,-3.7341751
3988,"calle Villacarriedo, Campamento, Madrid",40.397208,-3.7723647
3989,"paseo de Extremadura, Lucero, Madrid",40.4087674,-3.741554
3990,"calle del Lucero, Lucero, Madrid",40.4029029,-3.7478307
3991,"calle Villasandino, Lucero, Madrid",40.4065042,-3.7508854
3992,"avenida de PORTUGAL, Puerta del Ángel, Madrid",40.4138038,-3.7311162
3993,"calle Cuart de Poblet, Lucero, Madrid",40.395889,-3.7518042
3994,"Higueras, Lucero, Madrid",40.4060142,-3.7451561
3995,"calle de la Maestra Justa Freire, Águilas, Madrid",40.3733007,-3.765592
3996,"calle de Soledad Cazorla, Águilas, Madrid",40.3766929,-3.774594
3997,"calle de José de Cadalso, Águilas, Madrid",40.3766993,-3.7683065
3998,"Alfonso Cea, Puerta del Ángel, Madrid",40.4101865,-3.737979
3999,"Almazan, Lucero, Madrid",40.4054199,-3.7437446
