,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,floor,is_floor_under,is_renewal_needed,is_new_development,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_terrace,has_storage_room,has_parking,zip_codes_count,hosts_distribution_per_zip_code,average_reviews_per_month_per_code,price_per_m2,buy_for_rent_ratio,buy_price
4831,-0.8572698005435085,-0.04374911849207479,0.34986577489100246,-0.914553067122716,0.8696511352843243,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,439,1.8200475581262772,-0.08692679136918784,4869.57,-0.9345132211931225,347000
4832,0.6370383252673264,-0.04374911849207479,-0.6472329056664874,0.9170032716551278,-1.7396549814731244,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,-0.16345416377640953,615000
4833,0.7289568488700414,-0.04374911849207479,1.2022174167796287,0.9170032716551278,-0.7189315926247088,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,-0.47834460615383406,540000
4834,-0.343814423534675,-0.04374911849207479,-1.8792072921204446,0.9170032716551278,-1.7396549814731244,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,-1.5763543355359013,310000
4835,0.061770850693690094,-0.04374911849207479,-0.6472329056664874,0.9170032716551278,-1.7396549814731244,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,-1.2310178371338856,375000
4836,-0.18880693714236324,-0.04374911849207479,-0.6472329056664874,0.9170032716551278,0.8696511352843243,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,-0.762865465968544,475000
4837,1.1256577636358562,-0.04374911849207479,0.34986577489100246,0.9170032716551278,0.45527431502984744,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,270,0.053793061887698036,-0.29249703541147476,4548.3,0.3473062487105243,559000
4838,0.9935016303611882,-0.04374911849207479,0.34986577489100246,0.9170032716551278,-0.7189315926247088,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,-0.23284920951172466,598000
4840,0.7643852316150854,-0.04374911849207479,0.34986577489100246,0.9170032716551278,0.45527431502984744,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,439,1.8200475581262772,-0.08692679136918784,5000.0,0.5836174634704531,695000
4841,0.6927778715628363,-0.04374911849207479,-1.8792072921204446,0.9170032716551278,1.2223713476666274,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,6564.27,-0.40482273491016946,685000
4842,-1.9906901255600002,-0.04374911849207479,-1.8792072921204446,-0.914553067122716,0.8696511352843243,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,-1.8991717692979053,257000
4843,-0.5123272361754259,-0.04374911849207479,0.34986577489100246,-0.914553067122716,-0.7189315926247088,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,439,1.8200475581262772,-0.08692679136918784,4869.57,-1.226511464591984,298000
4844,0.8828567200932633,-0.04374911849207479,1.2022174167796287,0.9170032716551278,-0.05210316191736873,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,439,1.8200475581262772,-0.08692679136918784,4869.57,0.15399088446130288,570000
4845,-2.373902627231651,-0.04374911849207479,-1.8792072921204446,-0.914553067122716,1.2223713476666274,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,-2.399466781305858,190000
4846,0.3280161788982492,-0.04374911849207479,-1.8792072921204446,-0.914553067122716,0.45527431502984744,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,543,1.599606699798312,-0.5000390995233092,6564.27,-0.3510738217130799,700000
4847,2.164225498319018,-0.04374911849207479,1.8455137957272374,1.8964858449845272,0.45527431502984744,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,439,1.8200475581262772,-0.08692679136918784,4869.57,1.3216133597600848,945000
4848,2.40463422101827,-0.04374911849207479,1.8455137957272374,1.8964858449845272,0.45527431502984744,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,439,1.8200475581262772,-0.08692679136918784,4869.57,1.3216133597600848,945000
4849,0.11315610320069185,-0.04374911849207479,-0.6472329056664874,-0.914553067122716,0.8696511352843243,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,270,0.053793061887698036,-0.29249703541147476,4548.3,0.09494495851802567,505000
4850,-2.136469986773717,-0.04374911849207479,-1.8792072921204446,-0.914553067122716,0.45527431502984744,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,439,1.8200475581262772,-0.08692679136918784,5000.0,-1.8984600538559637,214700
4852,1.0087222298303464,-0.04374911849207479,-0.6472329056664874,0.9170032716551278,1.2223713476666274,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,543,1.599606699798312,-0.5000390995233092,6564.27,0.13849081002687616,875000
4853,-1.2723836439093448,-0.04374911849207479,-0.6472329056664874,-0.914553067122716,-1.7396549814731244,1.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,439,1.8200475581262772,-0.08692679136918784,5000.0,-1.3556211183765843,290000
4854,0.539952275052453,-0.04374911849207479,0.34986577489100246,0.9170032716551278,0.8696511352843243,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,439,1.8200475581262772,-0.08692679136918784,4869.57,0.28145248257114097,599000
4856,0.47899743496587716,-0.04374911849207479,0.34986577489100246,0.9170032716551278,-0.7189315926247088,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,439,1.8200475581262772,-0.08692679136918784,5000.0,0.40304481699612826,650000
4857,0.03553200158737361,-0.04374911849207479,0.34986577489100246,0.9170032716551278,-0.05210316191736873,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,439,1.8200475581262772,-0.08692679136918784,5000.0,-0.44139285437612147,460000
4859,1.286615814506345,-0.04374911849207479,1.2022174167796287,1.5811162563929413,-0.05210316191736873,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,0.5839285013610523,830000
4860,-0.18880693714236324,-0.04374911849207479,-0.6472329056664874,-0.914553067122716,0.45527431502984744,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,-0.6515637965354465,500000
4861,1.286615814506345,-0.04374911849207479,0.34986577489100246,0.9170032716551278,-0.05210316191736873,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,0.17039244998371983,700000
4862,-1.376887370261723,-0.04374911849207479,-1.8792072921204446,-0.914553067122716,-0.05210316191736873,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,-1.75311983814065,280000
4863,0.3280161788982492,-0.04374911849207479,0.34986577489100246,0.9170032716551278,1.2223713476666274,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,439,1.8200475581262772,-0.08692679136918784,5000.0,0.44394588022035925,660000
4864,-0.13016535089130216,-0.04374911849207479,0.34986577489100246,-0.914553067122716,0.45527431502984744,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,-1.8801355533957425,260000
4865,0.9152268869029138,-0.04374911849207479,1.2022174167796287,1.5811162563929413,0.45527431502984744,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,0.01726079931667258,660000
4866,0.7818265699748714,-0.04374911849207479,1.2022174167796287,0.9170032716551278,-0.7189315926247088,1.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,6564.27,-0.822111274439213,575000
4867,1.1256577636358562,-0.04374911849207479,1.2022174167796287,0.9170032716551278,0.8696511352843243,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,270,0.053793061887698036,-0.29249703541147476,4548.3,1.0501509405472103,726000
4868,0.13832036439275017,-0.04374911849207479,0.34986577489100246,0.9170032716551278,-0.7189315926247088,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,270,0.053793061887698036,-0.29249703541147476,4548.3,-0.17262222238182115,450000
4871,-0.5123272361754259,-0.04374911849207479,-0.6472329056664874,0.9170032716551278,-0.7189315926247088,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,-0.4354112162385035,550000
4872,-0.5840023586357604,-0.04374911849207479,-0.6472329056664874,0.9170032716551278,-0.7189315926247088,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,-0.4354112162385035,550000
4874,-2.753111411974081,-0.04374911849207479,-0.6472329056664874,-0.914553067122716,-0.05210316191736873,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,439,1.8200475581262772,-0.08692679136918784,4869.57,-1.7454389185698864,225000
4875,1.4558576690338678,-0.04374911849207479,1.2022174167796287,0.9170032716551278,1.5309007277148108,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,439,1.8200475581262772,-0.08692679136918784,5000.0,0.48451085133872224,670000
4876,0.8161799940761857,-0.04374911849207479,0.34986577489100246,0.9170032716551278,0.45527431502984744,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,0.49773120481980426,798000
4877,0.8161799940761857,-0.04374911849207479,0.34986577489100246,0.9170032716551278,0.45527431502984744,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,0.49773120481980426,798000
4878,0.8161799940761857,-0.04374911849207479,0.34986577489100246,0.9170032716551278,0.45527431502984744,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,0.49773120481980426,798000
4879,-1.3239982607190472,-0.04374911849207479,-0.6472329056664874,-0.914553067122716,-1.7396549814731244,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,439,1.8200475581262772,-0.08692679136918784,5000.0,-1.4199771732040474,280000
4880,1.1114906290455904,-0.04374911849207479,-0.6472329056664874,0.9170032716551278,1.2223713476666274,0.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,439,1.8200475581262772,-0.08692679136918784,5000.0,0.1709691377908083,595000
4881,0.23564914694283778,-0.04374911849207479,-0.6472329056664874,0.9170032716551278,0.45527431502984744,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,-0.20426997016717183,605000
4882,0.16314376753520826,-0.04374911849207479,-0.6472329056664874,0.9170032716551278,0.8696511352843243,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,543,1.599606699798312,-0.5000390995233092,5640.18,-0.3928123315944422,560000
4883,-0.5840023586357604,-0.04374911849207479,0.34986577489100246,-0.914553067122716,-0.7189315926247088,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,-1.2075499586704577,379900
4885,1.5770219063430835,-0.04374911849207479,1.2022174167796287,1.5811162563929413,-0.7189315926247088,1.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,270,0.053793061887698036,-0.29249703541147476,4548.3,0.6625675592731295,630000
4886,0.4371549590867126,-0.04374911849207479,1.2022174167796287,-0.914553067122716,-0.7189315926247088,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,439,1.8200475581262772,-0.08692679136918784,5000.0,-0.4183444563434394,465000
4887,0.746763117473525,-0.04374911849207479,0.34986577489100246,0.9170032716551278,0.8696511352843243,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,270,0.053793061887698036,-0.29249703541147476,4548.3,0.7014983773868404,639000
4890,1.7937498069983202,-0.04374911849207479,1.2022174167796287,1.5811162563929413,-0.7189315926247088,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,0.2607693106696879,725000
4891,0.6370383252673264,-0.04374911849207479,0.34986577489100246,0.9170032716551278,-0.7189315926247088,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,543,1.599606699798312,-0.5000390995233092,5640.18,-0.6515637965354465,500000
4892,2.068840811095955,-0.04374911849207479,1.8455137957272374,0.9170032716551278,-0.05210316191736873,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,543,1.599606699798312,-0.5000390995233092,6564.27,-2.333092432133572,1300000
4893,0.8991201525705347,-0.04374911849207479,0.34986577489100246,0.9170032716551278,1.5309007277148108,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,439,1.8200475581262772,-0.08692679136918784,4869.57,1.011257362377634,789000
4894,1.4443569663034266,-0.04374911849207479,1.2022174167796287,1.5811162563929413,0.8696511352843243,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,270,0.053793061887698036,-0.29249703541147476,4548.3,1.2969115415905383,799000
4895,1.4558576690338678,-0.04374911849207479,1.2022174167796287,1.5811162563929413,0.8696511352843243,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,270,0.053793061887698036,-0.29249703541147476,4548.3,1.2969115415905383,799000
4896,-0.10151252351085327,-0.04374911849207479,-0.6472329056664874,0.9170032716551278,-0.7189315926247088,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,543,1.599606699798312,-0.5000390995233092,6564.27,-1.3337016410106939,450000
